"COU","Country","ISIC","Variable","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IRL","Ireland","45-98","Other","2014","2014","TONNE","Tonnes","3","Thousands",,,3646.773,,
"IRL","Ireland","INT_CAPITA","Primary waste per capita","2010","2010","KG_HAB","Kilograms per capita","0","Units",,,4190.075,"B","Break"
"IRL","Ireland","INT_CAPITA","Primary waste per capita","2012","2012","KG_HAB","Kilograms per capita","0","Units",,,2483.506,,
"IRL","Ireland","INT_CAPITA","Primary waste per capita","2014","2014","KG_HAB","Kilograms per capita","0","Units",,,2854.799,,
"IRL","Ireland","INT_GDP","Primary waste per unit of GDP","2010","2010","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,96.662,"B","Break"
"IRL","Ireland","INT_GDP","Primary waste per unit of GDP","2012","2012","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,55.789,,
"IRL","Ireland","INT_GDP","Primary waste per unit of GDP","2014","2014","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,58.4,,
"IRL","Ireland","INT_CONS","Waste from construction sector per capita","2004","2004","KG_HAB","Kilograms per capita","0","Units",,,2790.191,,
"IRL","Ireland","INT_CONS","Waste from construction sector per capita","2006","2006","KG_HAB","Kilograms per capita","0","Units",,,3921.535,,
"IRL","Ireland","INT_CONS","Waste from construction sector per capita","2008","2008","KG_HAB","Kilograms per capita","0","Units",,,3020.509,,
"IRL","Ireland","INT_CONS","Waste from construction sector per capita","2010","2010","KG_HAB","Kilograms per capita","0","Units",,,353.437,"B","Break"
"IRL","Ireland","INT_CONS","Waste from construction sector per capita","2012","2012","KG_HAB","Kilograms per capita","0","Units",,,79.736,,
"ITA","Italy","TOTAL_S","Total amounts of waste generated by sector","2004","2004","TONNE","Tonnes","3","Thousands",,,139806.106,,
"ITA","Italy","TOTAL_S","Total amounts of waste generated by sector","2006","2006","TONNE","Tonnes","3","Thousands",,,155025.054,,
"ITA","Italy","TOTAL_S","Total amounts of waste generated by sector","2008","2008","TONNE","Tonnes","3","Thousands",,,179257.461,,
"ITA","Italy","TOTAL_S","Total amounts of waste generated by sector","2010","2010","TONNE","Tonnes","3","Thousands",,,158627.618,,
"ITA","Italy","TOTAL_S","Total amounts of waste generated by sector","2012","2012","TONNE","Tonnes","3","Thousands",,,154427.046,,
"ITA","Italy","TOTAL_S","Total amounts of waste generated by sector","2014","2014","TONNE","Tonnes","3","Thousands",,,157870.348,,
"ITA","Italy","TOTAL_S","Total amounts of waste generated by sector","2016","2016","TONNE","Tonnes","3","Thousands",,,163995.048,,
"ITA","Italy","RES","Sorting residues, secondary waste","2010","2010","TONNE","Tonnes","3","Thousands",,,14026.403,,
"ITA","Italy","RES","Sorting residues, secondary waste","2012","2012","TONNE","Tonnes","3","Thousands",,,21420.35,,
"ITA","Italy","RES","Sorting residues, secondary waste","2014","2014","TONNE","Tonnes","3","Thousands",,,26652.724,,
"ITA","Italy","RES","Sorting residues, secondary waste","2016","2016","TONNE","Tonnes","3","Thousands",,,26520.079,,
"ITA","Italy","TOTAL","Total amounts of primary waste generated","2010","2010","TONNE","Tonnes","3","Thousands",,,144601.215,,
"ITA","Italy","TOTAL","Total amounts of primary waste generated","2012","2012","TONNE","Tonnes","3","Thousands",,,133006.696,,
"ITA","Italy","TOTAL","Total amounts of primary waste generated","2014","2014","TONNE","Tonnes","3","Thousands",,,131217.624,,
"ITA","Italy","TOTAL","Total amounts of primary waste generated","2016","2016","TONNE","Tonnes","3","Thousands",,,137474.969,,
"ITA","Italy","01-03","Agriculture, forestry and fishing ","2004","2004","TONNE","Tonnes","3","Thousands",,,615.288,,
"ITA","Italy","01-03","Agriculture, forestry and fishing ","2006","2006","TONNE","Tonnes","3","Thousands",,,558.481,,
"ITA","Italy","01-03","Agriculture, forestry and fishing ","2008","2008","TONNE","Tonnes","3","Thousands",,,349.096,,
"ITA","Italy","01-03","Agriculture, forestry and fishing ","2010","2010","TONNE","Tonnes","3","Thousands",,,299.196,,
"ITA","Italy","01-03","Agriculture, forestry and fishing ","2012","2012","TONNE","Tonnes","3","Thousands",,,281.692,,
"ITA","Italy","01-03","Agriculture, forestry and fishing ","2014","2014","TONNE","Tonnes","3","Thousands",,,270.023,,
"ITA","Italy","01-03","Agriculture, forestry and fishing ","2016","2016","TONNE","Tonnes","3","Thousands",,,289.781,,
"ITA","Italy","05-09","Mining and Quarrying","2004","2004","TONNE","Tonnes","3","Thousands",,,761.406,,
"ITA","Italy","05-09","Mining and Quarrying","2006","2006","TONNE","Tonnes","3","Thousands",,,1005.261,,
"ITA","Italy","05-09","Mining and Quarrying","2008","2008","TONNE","Tonnes","3","Thousands",,,1262.823,,
"ITA","Italy","05-09","Mining and Quarrying","2010","2010","TONNE","Tonnes","3","Thousands",,,692.59,,
"ITA","Italy","05-09","Mining and Quarrying","2012","2012","TONNE","Tonnes","3","Thousands",,,681.942,,
"ITA","Italy","05-09","Mining and Quarrying","2014","2014","TONNE","Tonnes","3","Thousands",,,975.037,,
"ITA","Italy","05-09","Mining and Quarrying","2016","2016","TONNE","Tonnes","3","Thousands",,,707.944,,
"ITA","Italy","10-33","Manufacturing industries: Total","2004","2004","TONNE","Tonnes","3","Thousands",,,39471.517,,
"ITA","Italy","10-33","Manufacturing industries: Total","2006","2006","TONNE","Tonnes","3","Thousands",,,39997.386,,
"ITA","Italy","10-33","Manufacturing industries: Total","2008","2008","TONNE","Tonnes","3","Thousands",,,43085.763,,
"ITA","Italy","10-33","Manufacturing industries: Total","2010","2010","TONNE","Tonnes","3","Thousands",,,35583.111,,
"ITA","Italy","10-33","Manufacturing industries: Total","2012","2012","TONNE","Tonnes","3","Thousands",,,26285.742,,
"ITA","Italy","10-33","Manufacturing industries: Total","2014","2014","TONNE","Tonnes","3","Thousands",,,26081.662,,
"ITA","Italy","10-33","Manufacturing industries: Total","2016","2016","TONNE","Tonnes","3","Thousands",,,27305.772,,
"ITA","Italy","10-12","Manufacture of food products; beverages and tobacco products","2004","2004","TONNE","Tonnes","3","Thousands",,,8928.772,,
"ITA","Italy","10-12","Manufacture of food products; beverages and tobacco products","2006","2006","TONNE","Tonnes","3","Thousands",,,11510.696,,
"ITA","Italy","10-12","Manufacture of food products; beverages and tobacco products","2008","2008","TONNE","Tonnes","3","Thousands",,,7738.615,,
"ITA","Italy","10-12","Manufacture of food products; beverages and tobacco products","2010","2010","TONNE","Tonnes","3","Thousands",,,7904.35,,
"ITA","Italy","10-12","Manufacture of food products; beverages and tobacco products","2012","2012","TONNE","Tonnes","3","Thousands",,,2539.585,,
"ITA","Italy","10-12","Manufacture of food products; beverages and tobacco products","2014","2014","TONNE","Tonnes","3","Thousands",,,3037.528,,
"ITA","Italy","10-12","Manufacture of food products; beverages and tobacco products","2016","2016","TONNE","Tonnes","3","Thousands",,,3188.704,,
"ITA","Italy","13-15","Manufacture of textiles, wearing apparel, leather and related products","2004","2004","TONNE","Tonnes","3","Thousands",,,1235.434,,
"ITA","Italy","13-15","Manufacture of textiles, wearing apparel, leather and related products","2006","2006","TONNE","Tonnes","3","Thousands",,,1626.293,,
"ITA","Italy","13-15","Manufacture of textiles, wearing apparel, leather and related products","2008","2008","TONNE","Tonnes","3","Thousands",,,1141.676,,
"ITA","Italy","13-15","Manufacture of textiles, wearing apparel, leather and related products","2010","2010","TONNE","Tonnes","3","Thousands",,,1134.859,,
"ITA","Italy","13-15","Manufacture of textiles, wearing apparel, leather and related products","2012","2012","TONNE","Tonnes","3","Thousands",,,1071.48,,
"ITA","Italy","13-15","Manufacture of textiles, wearing apparel, leather and related products","2014","2014","TONNE","Tonnes","3","Thousands",,,1000.097,,
"ITA","Italy","13-15","Manufacture of textiles, wearing apparel, leather and related products","2016","2016","TONNE","Tonnes","3","Thousands",,,1125.675,,
"ITA","Italy","16","Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","2004","2004","TONNE","Tonnes","3","Thousands",,,1288.06,,
"ITA","Italy","16","Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","2006","2006","TONNE","Tonnes","3","Thousands",,,1544.523,,
"ITA","Italy","16","Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","2008","2008","TONNE","Tonnes","3","Thousands",,,1416.68,,
"ITA","Italy","16","Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","2010","2010","TONNE","Tonnes","3","Thousands",,,1260.878,,
"ITA","Italy","16","Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","2012","2012","TONNE","Tonnes","3","Thousands",,,1343.089,,
"ITA","Italy","16","Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","2014","2014","TONNE","Tonnes","3","Thousands",,,1139.956,,
"ITA","Italy","16","Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","2016","2016","TONNE","Tonnes","3","Thousands",,,1077.31,,
"ITA","Italy","17-18","Manufacture of paper and paper products; printing and reproduction of recorded media","2004","2004","TONNE","Tonnes","3","Thousands",,,2166.271,,
"ITA","Italy","17-18","Manufacture of paper and paper products; printing and reproduction of recorded media","2006","2006","TONNE","Tonnes","3","Thousands",,,2505.759,,
"ITA","Italy","17-18","Manufacture of paper and paper products; printing and reproduction of recorded media","2008","2008","TONNE","Tonnes","3","Thousands",,,2173.04,,
"ITA","Italy","17-18","Manufacture of paper and paper products; printing and reproduction of recorded media","2010","2010","TONNE","Tonnes","3","Thousands",,,1905.991,,
"ITA","Italy","17-18","Manufacture of paper and paper products; printing and reproduction of recorded media","2012","2012","TONNE","Tonnes","3","Thousands",,,1755.275,,
"ITA","Italy","17-18","Manufacture of paper and paper products; printing and reproduction of recorded media","2014","2014","TONNE","Tonnes","3","Thousands",,,1796.783,,
"ITA","Italy","17-18","Manufacture of paper and paper products; printing and reproduction of recorded media","2016","2016","TONNE","Tonnes","3","Thousands",,,1871.796,,
"ITA","Italy","19","Manufacture of coke and refined petroleum products","2004","2004","TONNE","Tonnes","3","Thousands",,,258.321,,
"ITA","Italy","19","Manufacture of coke and refined petroleum products","2006","2006","TONNE","Tonnes","3","Thousands",,,819.669,,
"ITA","Italy","19","Manufacture of coke and refined petroleum products","2008","2008","TONNE","Tonnes","3","Thousands",,,1530.555,,
"ITA","Italy","19","Manufacture of coke and refined petroleum products","2010","2010","TONNE","Tonnes","3","Thousands",,,1837.063,,
"ITA","Italy","19","Manufacture of coke and refined petroleum products","2012","2012","TONNE","Tonnes","3","Thousands",,,229.692,,
"ITA","Italy","19","Manufacture of coke and refined petroleum products","2014","2014","TONNE","Tonnes","3","Thousands",,,443.205,,
"ITA","Italy","19","Manufacture of coke and refined petroleum products","2016","2016","TONNE","Tonnes","3","Thousands",,,536.43,,
"ITA","Italy","20-22","Manufacture of chemical, pharmaceutical, rubber and plastic products","2004","2004","TONNE","Tonnes","3","Thousands",,,5323.891,,
"ITA","Italy","20-22","Manufacture of chemical, pharmaceutical, rubber and plastic products","2006","2006","TONNE","Tonnes","3","Thousands",,,5206.938,,
"ITA","Italy","20-22","Manufacture of chemical, pharmaceutical, rubber and plastic products","2008","2008","TONNE","Tonnes","3","Thousands",,,4790.846,,
"ITA","Italy","20-22","Manufacture of chemical, pharmaceutical, rubber and plastic products","2010","2010","TONNE","Tonnes","3","Thousands",,,5791.913,,
"ITA","Italy","20-22","Manufacture of chemical, pharmaceutical, rubber and plastic products","2012","2012","TONNE","Tonnes","3","Thousands",,,2639.809,,
"ITA","Italy","20-22","Manufacture of chemical, pharmaceutical, rubber and plastic products","2014","2014","TONNE","Tonnes","3","Thousands",,,2959.062,,
"ITA","Italy","20-22","Manufacture of chemical, pharmaceutical, rubber and plastic products","2016","2016","TONNE","Tonnes","3","Thousands",,,3178.295,,
"ITA","Italy","23","Manufacture of other non-metallic mineral products","2004","2004","TONNE","Tonnes","3","Thousands",,,5287.97,,
"ITA","Italy","23","Manufacture of other non-metallic mineral products","2006","2006","TONNE","Tonnes","3","Thousands",,,3143.929,,
"ITA","Italy","23","Manufacture of other non-metallic mineral products","2008","2008","TONNE","Tonnes","3","Thousands",,,5802.841,,
"ITA","Italy","23","Manufacture of other non-metallic mineral products","2010","2010","TONNE","Tonnes","3","Thousands",,,3278.765,,
"ITA","Italy","23","Manufacture of other non-metallic mineral products","2012","2012","TONNE","Tonnes","3","Thousands",,,2979.827,,
"ITA","Italy","23","Manufacture of other non-metallic mineral products","2014","2014","TONNE","Tonnes","3","Thousands",,,2764.083,,
"ITA","Italy","23","Manufacture of other non-metallic mineral products","2016","2016","TONNE","Tonnes","3","Thousands",,,2895.264,,
"ITA","Italy","24-33","Manufacture of basic metals and fabricated metal products, machinery and equipment; furnitures; jewellery, musical instrument, toys; repair and installation of machinery and equipment","2004","2004","TONNE","Tonnes","3","Thousands",,,14982.798,,
"ITA","Italy","24-33","Manufacture of basic metals and fabricated metal products, machinery and equipment; furnitures; jewellery, musical instrument, toys; repair and installation of machinery and equipment","2006","2006","TONNE","Tonnes","3","Thousands",,,13639.579,,
"ITA","Italy","24-33","Manufacture of basic metals and fabricated metal products, machinery and equipment; furnitures; jewellery, musical instrument, toys; repair and installation of machinery and equipment","2008","2008","TONNE","Tonnes","3","Thousands",,,18491.51,,
"ITA","Italy","24-33","Manufacture of basic metals and fabricated metal products, machinery and equipment; furnitures; jewellery, musical instrument, toys; repair and installation of machinery and equipment","2010","2010","TONNE","Tonnes","3","Thousands",,,12469.292,,
"ITA","Italy","24-33","Manufacture of basic metals and fabricated metal products, machinery and equipment; furnitures; jewellery, musical instrument, toys; repair and installation of machinery and equipment","2012","2012","TONNE","Tonnes","3","Thousands",,,13726.985,,
"ITA","Italy","24-33","Manufacture of basic metals and fabricated metal products, machinery and equipment; furnitures; jewellery, musical instrument, toys; repair and installation of machinery and equipment","2014","2014","TONNE","Tonnes","3","Thousands",,,12940.948,,
"ITA","Italy","24-33","Manufacture of basic metals and fabricated metal products, machinery and equipment; furnitures; jewellery, musical instrument, toys; repair and installation of machinery and equipment","2016","2016","TONNE","Tonnes","3","Thousands",,,13432.298,,
"ITA","Italy","24-25","Manufacture of basic metals and fabricated metal products, except machinery and equipment","2004","2004","TONNE","Tonnes","3","Thousands",,,12047.257,,
"ITA","Italy","24-25","Manufacture of basic metals and fabricated metal products, except machinery and equipment","2006","2006","TONNE","Tonnes","3","Thousands",,,11939.042,,
"ITA","Italy","24-25","Manufacture of basic metals and fabricated metal products, except machinery and equipment","2008","2008","TONNE","Tonnes","3","Thousands",,,14900.018,,
"ITA","Italy","24-25","Manufacture of basic metals and fabricated metal products, except machinery and equipment","2010","2010","TONNE","Tonnes","3","Thousands",,,10042.453,,
"ITA","Italy","24-25","Manufacture of basic metals and fabricated metal products, except machinery and equipment","2012","2012","TONNE","Tonnes","3","Thousands",,,10443.66,,
"ITA","Italy","24-25","Manufacture of basic metals and fabricated metal products, except machinery and equipment","2014","2014","TONNE","Tonnes","3","Thousands",,,10016.074,,
"ITA","Italy","24-25","Manufacture of basic metals and fabricated metal products, except machinery and equipment","2016","2016","TONNE","Tonnes","3","Thousands",,,10600.714,,
"ITA","Italy","26-30","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment","2004","2004","TONNE","Tonnes","3","Thousands",,,2257.284,,
"ITA","Italy","26-30","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment","2006","2006","TONNE","Tonnes","3","Thousands",,,1381.193,,
"ITA","Italy","26-30","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment","2008","2008","TONNE","Tonnes","3","Thousands",,,2898.776,,
"ITA","Italy","26-30","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment","2010","2010","TONNE","Tonnes","3","Thousands",,,1893.583,,
"ITA","Italy","26-30","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment","2012","2012","TONNE","Tonnes","3","Thousands",,,2536.356,,
"ITA","Italy","26-30","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment","2014","2014","TONNE","Tonnes","3","Thousands",,,2138.164,,
"ITA","Italy","26-30","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment","2016","2016","TONNE","Tonnes","3","Thousands",,,2002.703,,
"ITA","Italy","31-33","Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment","2004","2004","TONNE","Tonnes","3","Thousands",,,678.257,,
"ITA","Italy","31-33","Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment","2006","2006","TONNE","Tonnes","3","Thousands",,,319.344,,
"ITA","Italy","31-33","Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment","2008","2008","TONNE","Tonnes","3","Thousands",,,692.716,,
"ITA","Italy","31-33","Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment","2010","2010","TONNE","Tonnes","3","Thousands",,,533.256,,
"ITA","Italy","31-33","Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment","2012","2012","TONNE","Tonnes","3","Thousands",,,746.969,,
"ITA","Italy","31-33","Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment","2014","2014","TONNE","Tonnes","3","Thousands",,,786.71,,
"ITA","Italy","31-33","Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment","2016","2016","TONNE","Tonnes","3","Thousands",,,828.881,,
"ITA","Italy","35","Energy Production ","2004","2004","TONNE","Tonnes","3","Thousands",,,2466.542,,
"ITA","Italy","35","Energy Production ","2006","2006","TONNE","Tonnes","3","Thousands",,,3005.458,,
"ITA","Italy","35","Energy Production ","2008","2008","TONNE","Tonnes","3","Thousands",,,3089.9,,
"ITA","Italy","35","Energy Production ","2010","2010","TONNE","Tonnes","3","Thousands",,,2548.107,,
"ITA","Italy","35","Energy Production ","2012","2012","TONNE","Tonnes","3","Thousands",,,3363.04,,
"ITA","Italy","35","Energy Production ","2014","2014","TONNE","Tonnes","3","Thousands",,,2860.574,,
"ITA","Italy","35","Energy Production ","2016","2016","TONNE","Tonnes","3","Thousands",,,2434.985,,
"ITA","Italy","36-39","Water supply, sewerage, waste management, etc.","2004","2004","TONNE","Tonnes","3","Thousands",,,12323.426,,
"ITA","Italy","36-39","Water supply, sewerage, waste management, etc.","2006","2006","TONNE","Tonnes","3","Thousands",,,19658.33,,
"ITA","Italy","36-39","Water supply, sewerage, waste management, etc.","2008","2008","TONNE","Tonnes","3","Thousands",,,22618.935,,
"ITA","Italy","36-39","Water supply, sewerage, waste management, etc.","2010","2010","TONNE","Tonnes","3","Thousands",,,8014.49,,
"ITA","Italy","36-39","Water supply, sewerage, waste management, etc.","2012","2012","TONNE","Tonnes","3","Thousands",,,14604.263,,
"ITA","Italy","36-39","Water supply, sewerage, waste management, etc.","2014","2014","TONNE","Tonnes","3","Thousands",,,14763.122,,
"ITA","Italy","36-39","Water supply, sewerage, waste management, etc.","2016","2016","TONNE","Tonnes","3","Thousands",,,16486.956,,
"ITA","Italy","41-43","Construction","2004","2004","TONNE","Tonnes","3","Thousands",,,49150.771,,
"ITA","Italy","41-43","Construction","2006","2006","TONNE","Tonnes","3","Thousands",,,52315.62,,
"ITA","Italy","41-43","Construction","2008","2008","TONNE","Tonnes","3","Thousands",,,69731.942,,
"ITA","Italy","41-43","Construction","2010","2010","TONNE","Tonnes","3","Thousands",,,59221.9,,
"ITA","Italy","41-43","Construction","2012","2012","TONNE","Tonnes","3","Thousands",,,52826.053,,
"ITA","Italy","41-43","Construction","2014","2014","TONNE","Tonnes","3","Thousands",,,51339.859,,
"ITA","Italy","41-43","Construction","2016","2016","TONNE","Tonnes","3","Thousands",,,54339.166,,
"ITA","Italy","45-98","Other","2004","2004","TONNE","Tonnes","3","Thousands",,,35017.156,,
"ITA","Italy","45-98","Other","2006","2006","TONNE","Tonnes","3","Thousands",,,38484.518,,
"ITA","Italy","45-98","Other","2008","2008","TONNE","Tonnes","3","Thousands",,,39119,,
"ITA","Italy","45-98","Other","2010","2010","TONNE","Tonnes","3","Thousands",,,38241.821,,
"ITA","Italy","45-98","Other","2012","2012","TONNE","Tonnes","3","Thousands",,,34963.964,,
"ITA","Italy","45-98","Other","2014","2014","TONNE","Tonnes","3","Thousands",,,34927.347,,
"ITA","Italy","45-98","Other","2016","2016","TONNE","Tonnes","3","Thousands",,,35910.365,,
"ITA","Italy","INT_CAPITA","Primary waste per capita","2010","2010","KG_HAB","Kilograms per capita","0","Units",,,2437.432,,
"ITA","Italy","INT_CAPITA","Primary waste per capita","2012","2012","KG_HAB","Kilograms per capita","0","Units",,,2221.24,,
"ITA","Italy","INT_CAPITA","Primary waste per capita","2014","2014","KG_HAB","Kilograms per capita","0","Units",,,2172.131,,
"ITA","Italy","INT_CAPITA","Primary waste per capita","2016","2016","KG_HAB","Kilograms per capita","0","Units",,,2266.206,,
"ITA","Italy","INT_GDP","Primary waste per unit of GDP","2010","2010","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,69.681,,
"ITA","Italy","INT_GDP","Primary waste per unit of GDP","2012","2012","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,65.575,,
"ITA","Italy","INT_GDP","Primary waste per unit of GDP","2014","2014","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,65.756,,
"ITA","Italy","INT_GDP","Primary waste per unit of GDP","2016","2016","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,67.488,,
"ITA","Italy","INT_CONS","Waste from construction sector per capita","2004","2004","KG_HAB","Kilograms per capita","0","Units",,,845.393,,
"ITA","Italy","INT_CONS","Waste from construction sector per capita","2006","2006","KG_HAB","Kilograms per capita","0","Units",,,887.351,,
"ITA","Italy","INT_CONS","Waste from construction sector per capita","2008","2008","KG_HAB","Kilograms per capita","0","Units",,,1165.01,,
"ITA","Italy","INT_CONS","Waste from construction sector per capita","2010","2010","KG_HAB","Kilograms per capita","0","Units",,,979.413,,
"ITA","Italy","INT_CONS","Waste from construction sector per capita","2012","2012","KG_HAB","Kilograms per capita","0","Units",,,869.15,,
"ITA","Italy","INT_CONS","Waste from construction sector per capita","2014","2014","KG_HAB","Kilograms per capita","0","Units",,,839.137,,
"JPN","Japan","TOTAL","Total amounts of primary waste generated","1990","1990","TONNE","Tonnes","3","Thousands",,,446164,,
"JPN","Japan","TOTAL","Total amounts of primary waste generated","1995","1995","TONNE","Tonnes","3","Thousands",,,460833,,
"JPN","Japan","TOTAL","Total amounts of primary waste generated","2000","2000","TONNE","Tonnes","3","Thousands",,,454681,,
"JPN","Japan","TOTAL","Total amounts of primary waste generated","2001","2001","TONNE","Tonnes","3","Thousands",,,447199,,
"JPN","Japan","TOTAL","Total amounts of primary waste generated","2002","2002","TONNE","Tonnes","3","Thousands",,,466271,,
"JPN","Japan","TOTAL","Total amounts of primary waste generated","2003","2003","TONNE","Tonnes","3","Thousands",,,470376,,
"JPN","Japan","TOTAL","Total amounts of primary waste generated","2004","2004","TONNE","Tonnes","3","Thousands",,,474720,,
"JPN","Japan","TOTAL","Total amounts of primary waste generated","2005","2005","TONNE","Tonnes","3","Thousands",,,470024,,
"JPN","Japan","TOTAL","Total amounts of primary waste generated","2006","2006","TONNE","Tonnes","3","Thousands",,,469816,,
"JPN","Japan","TOTAL","Total amounts of primary waste generated","2007","2007","TONNE","Tonnes","3","Thousands",,,452106,,
"JPN","Japan","TOTAL","Total amounts of primary waste generated","2008","2008","TONNE","Tonnes","3","Thousands",,,436252,,
"JPN","Japan","TOTAL","Total amounts of primary waste generated","2009","2009","TONNE","Tonnes","3","Thousands",,,435359,,
"JPN","Japan","TOTAL","Total amounts of primary waste generated","2010","2010","TONNE","Tonnes","3","Thousands",,,431430,,
"JPN","Japan","TOTAL","Total amounts of primary waste generated","2011","2011","TONNE","Tonnes","3","Thousands",,,413591,,
"JPN","Japan","TOTAL","Total amounts of primary waste generated","2012","2012","TONNE","Tonnes","3","Thousands",,,411274,,
"JPN","Japan","TOTAL","Total amounts of primary waste generated","2013","2013","TONNE","Tonnes","3","Thousands",,,416399,,
"JPN","Japan","TOTAL","Total amounts of primary waste generated","2014","2014","TONNE","Tonnes","3","Thousands",,,424082,,
"JPN","Japan","TOTAL","Total amounts of primary waste generated","2015","2015","TONNE","Tonnes","3","Thousands",,,422120,,
"JPN","Japan","01-03","Agriculture, forestry and fishing ","1990","1990","TONNE","Tonnes","3","Thousands",,,77451,,
"JPN","Japan","01-03","Agriculture, forestry and fishing ","1995","1995","TONNE","Tonnes","3","Thousands",,,73404,,
"JPN","Japan","01-03","Agriculture, forestry and fishing ","2000","2000","TONNE","Tonnes","3","Thousands",,,90828,,
"JPN","Japan","01-03","Agriculture, forestry and fishing ","2001","2001","TONNE","Tonnes","3","Thousands",,,90459,,
"JPN","Japan","01-03","Agriculture, forestry and fishing ","2002","2002","TONNE","Tonnes","3","Thousands",,,90161,,
"JPN","Japan","01-03","Agriculture, forestry and fishing ","2003","2003","TONNE","Tonnes","3","Thousands",,,90602,,
"JPN","Japan","01-03","Agriculture, forestry and fishing ","2004","2004","TONNE","Tonnes","3","Thousands",,,89300.288,,
"JPN","Japan","01-03","Agriculture, forestry and fishing ","2005","2005","TONNE","Tonnes","3","Thousands",,,87583.6,,
"JPN","Japan","01-03","Agriculture, forestry and fishing ","2006","2006","TONNE","Tonnes","3","Thousands",,,87944.727,,
"JPN","Japan","01-03","Agriculture, forestry and fishing ","2007","2007","TONNE","Tonnes","3","Thousands",,,87837.1,,
"JPN","Japan","01-03","Agriculture, forestry and fishing ","2008","2008","TONNE","Tonnes","3","Thousands",,,87991.745,,
"JPN","Japan","01-03","Agriculture, forestry and fishing ","2009","2009","TONNE","Tonnes","3","Thousands",,,88445.974,,
"JPN","Japan","01-03","Agriculture, forestry and fishing ","2010","2010","TONNE","Tonnes","3","Thousands",,,85108.659,,
"JPN","Japan","01-03","Agriculture, forestry and fishing ","2011","2011","TONNE","Tonnes","3","Thousands",,,84740,,
"JPN","Japan","01-03","Agriculture, forestry and fishing ","2012","2012","TONNE","Tonnes","3","Thousands",,,85721,,
"JPN","Japan","01-03","Agriculture, forestry and fishing ","2013","2013","TONNE","Tonnes","3","Thousands",,,82963,,
"JPN","Japan","01-03","Agriculture, forestry and fishing ","2014","2014","TONNE","Tonnes","3","Thousands",,,81908,,
"JPN","Japan","01-03","Agriculture, forestry and fishing ","2015","2015","TONNE","Tonnes","3","Thousands",,,80955,,
"JPN","Japan","01","Agriculture","1995","1995","TONNE","Tonnes","3","Thousands",,,73336,,
"JPN","Japan","01","Agriculture","2000","2000","TONNE","Tonnes","3","Thousands",,,90804,,
"JPN","Japan","01","Agriculture","2001","2001","TONNE","Tonnes","3","Thousands",,,90430,,
"JPN","Japan","01","Agriculture","2002","2002","TONNE","Tonnes","3","Thousands",,,90147,,
"JPN","Japan","01","Agriculture","2003","2003","TONNE","Tonnes","3","Thousands",,,90589,,
"JPN","Japan","01","Agriculture","2004","2004","TONNE","Tonnes","3","Thousands",,,89284.617,,
"JPN","Japan","01","Agriculture","2005","2005","TONNE","Tonnes","3","Thousands",,,87543.3,,
"JPN","Japan","01","Agriculture","2006","2006","TONNE","Tonnes","3","Thousands",,,87924,,
"JPN","Japan","01","Agriculture","2007","2007","TONNE","Tonnes","3","Thousands",,,87811.3,,
"JPN","Japan","01","Agriculture","2008","2008","TONNE","Tonnes","3","Thousands",,,87974.3,,
"JPN","Japan","01","Agriculture","2009","2009","TONNE","Tonnes","3","Thousands",,,88410.439,,
"JPN","Japan","01","Agriculture","2010","2010","TONNE","Tonnes","3","Thousands",,,85090.211,,
