"COU","Country","ISIC","Variable","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","10-33","Manufacturing industries: Total","2009","2009","TONNE","Tonnes","3","Thousands",,,13116,,
"AUS","Australia","10-33","Manufacturing industries: Total","2011","2011","TONNE","Tonnes","3","Thousands",,,3858.2,,
"AUS","Australia","10-12","Manufacture of food products; beverages and tobacco products","2011","2011","TONNE","Tonnes","3","Thousands",,,920,,
"AUS","Australia","13-15","Manufacture of textiles, wearing apparel, leather and related products","2011","2011","TONNE","Tonnes","3","Thousands",,,171.9,,
"AUS","Australia","16","Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","2011","2011","TONNE","Tonnes","3","Thousands",,,164.3,,
"AUS","Australia","17-18","Manufacture of paper and paper products; printing and reproduction of recorded media","2011","2011","TONNE","Tonnes","3","Thousands",,,309.9,,
"AUS","Australia","19","Manufacture of coke and refined petroleum products","2011","2011","TONNE","Tonnes","3","Thousands",,,43.1,,
"AUS","Australia","20-22","Manufacture of chemical, pharmaceutical, rubber and plastic products","2011","2011","TONNE","Tonnes","3","Thousands",,,349.3,,
"AUS","Australia","23","Manufacture of other non-metallic mineral products","2011","2011","TONNE","Tonnes","3","Thousands",,,158,,
"AUS","Australia","24-33","Manufacture of basic metals and fabricated metal products, machinery and equipment; furnitures; jewellery, musical instrument, toys; repair and installation of machinery and equipment","2011","2011","TONNE","Tonnes","3","Thousands",,,1741.6,,
"AUS","Australia","24","Manufacture of basic metals","2011","2011","TONNE","Tonnes","3","Thousands",,,439.7,,
"AUS","Australia","25-28","Manufacture of fabricated metal products, of computer, electronic and optical products, of electrical equipment, of machinery and equipment","2011","2011","TONNE","Tonnes","3","Thousands",,,236.2,,
"AUS","Australia","29-33","Manufacture of motor vehicles, other transport equipment, furniture, other manufacturing, repair and installation of machinery and equipment","2011","2011","TONNE","Tonnes","3","Thousands",,,1065.7,,
"AUS","Australia","35","Energy Production ","2011","2011","TONNE","Tonnes","3","Thousands",,,14026.5,"I","Incomplete data"
"AUS","Australia","41-43","Construction","2009","2009","TONNE","Tonnes","3","Thousands",,,19693,,
"AUS","Australia","INT_CONS","Waste from construction sector per capita","2009","2009","KG_HAB","Kilograms per capita","0","Units",,,907.93,,
"AUT","Austria","TOTAL_S","Total amounts of waste generated by sector","2004","2004","TONNE","Tonnes","3","Thousands",,,53020.95,,
"AUT","Austria","TOTAL_S","Total amounts of waste generated by sector","2006","2006","TONNE","Tonnes","3","Thousands",,,54286.603,"B","Break"
"AUT","Austria","TOTAL_S","Total amounts of waste generated by sector","2008","2008","TONNE","Tonnes","3","Thousands",,,56308.766,"B","Break"
"AUT","Austria","TOTAL_S","Total amounts of waste generated by sector","2010","2010","TONNE","Tonnes","3","Thousands",,,46799.579,"B","Break"
"AUT","Austria","TOTAL_S","Total amounts of waste generated by sector","2012","2012","TONNE","Tonnes","3","Thousands",,,48045.089,,
"AUT","Austria","TOTAL_S","Total amounts of waste generated by sector","2014","2014","TONNE","Tonnes","3","Thousands",,,55868.298,,
"AUT","Austria","TOTAL_S","Total amounts of waste generated by sector","2016","2016","TONNE","Tonnes","3","Thousands",,,61225.037,,
"AUT","Austria","RES","Sorting residues, secondary waste","2010","2010","TONNE","Tonnes","3","Thousands",,,2482.663,,
"AUT","Austria","RES","Sorting residues, secondary waste","2012","2012","TONNE","Tonnes","3","Thousands",,,2649.118,,
"AUT","Austria","RES","Sorting residues, secondary waste","2014","2014","TONNE","Tonnes","3","Thousands",,,2418.526,,
"AUT","Austria","RES","Sorting residues, secondary waste","2016","2016","TONNE","Tonnes","3","Thousands",,,2436.425,,
"AUT","Austria","TOTAL","Total amounts of primary waste generated","2010","2010","TONNE","Tonnes","3","Thousands",,,44316.916,,
"AUT","Austria","TOTAL","Total amounts of primary waste generated","2012","2012","TONNE","Tonnes","3","Thousands",,,45395.971,,
"AUT","Austria","TOTAL","Total amounts of primary waste generated","2014","2014","TONNE","Tonnes","3","Thousands",,,53449.772,,
"AUT","Austria","TOTAL","Total amounts of primary waste generated","2016","2016","TONNE","Tonnes","3","Thousands",,,58788.612,,
"AUT","Austria","01-03","Agriculture, forestry and fishing ","2004","2004","TONNE","Tonnes","3","Thousands",,,468.629,,
"AUT","Austria","01-03","Agriculture, forestry and fishing ","2006","2006","TONNE","Tonnes","3","Thousands",,,512.872,"B","Break"
"AUT","Austria","01-03","Agriculture, forestry and fishing ","2008","2008","TONNE","Tonnes","3","Thousands",,,459.096,"B","Break"
"AUT","Austria","01-03","Agriculture, forestry and fishing ","2010","2010","TONNE","Tonnes","3","Thousands",,,549.756,"B","Break"
"AUT","Austria","01-03","Agriculture, forestry and fishing ","2012","2012","TONNE","Tonnes","3","Thousands",,,178.972,,
"AUT","Austria","01-03","Agriculture, forestry and fishing ","2014","2014","TONNE","Tonnes","3","Thousands",,,124.144,,
"AUT","Austria","05-09","Mining and Quarrying","2004","2004","TONNE","Tonnes","3","Thousands",,,621.924,,
"AUT","Austria","05-09","Mining and Quarrying","2006","2006","TONNE","Tonnes","3","Thousands",,,1042.516,"B","Break"
"AUT","Austria","05-09","Mining and Quarrying","2008","2008","TONNE","Tonnes","3","Thousands",,,677.937,,
"AUT","Austria","05-09","Mining and Quarrying","2010","2010","TONNE","Tonnes","3","Thousands",,,268.698,,
"AUT","Austria","05-09","Mining and Quarrying","2012","2012","TONNE","Tonnes","3","Thousands",,,50.857,,
"AUT","Austria","05-09","Mining and Quarrying","2014","2014","TONNE","Tonnes","3","Thousands",,,42.882,,
"AUT","Austria","05-09","Mining and Quarrying","2016","2016","TONNE","Tonnes","3","Thousands",,,39.255,,
"AUT","Austria","10-33","Manufacturing industries: Total","2004","2004","TONNE","Tonnes","3","Thousands",,,15072.97,,
"AUT","Austria","10-33","Manufacturing industries: Total","2006","2006","TONNE","Tonnes","3","Thousands",,,11470.174,"B","Break"
"AUT","Austria","10-33","Manufacturing industries: Total","2008","2008","TONNE","Tonnes","3","Thousands",,,13076.83,"B","Break"
"AUT","Austria","10-33","Manufacturing industries: Total","2010","2010","TONNE","Tonnes","3","Thousands",,,2921.121,"B","Break"
"AUT","Austria","10-33","Manufacturing industries: Total","2012","2012","TONNE","Tonnes","3","Thousands",,,3494.592,,
"AUT","Austria","10-33","Manufacturing industries: Total","2014","2014","TONNE","Tonnes","3","Thousands",,,5349.41,,
"AUT","Austria","10-12","Manufacture of food products; beverages and tobacco products","2004","2004","TONNE","Tonnes","3","Thousands",,,2079.838,,
"AUT","Austria","10-12","Manufacture of food products; beverages and tobacco products","2006","2006","TONNE","Tonnes","3","Thousands",,,726.541,"B","Break"
"AUT","Austria","10-12","Manufacture of food products; beverages and tobacco products","2008","2008","TONNE","Tonnes","3","Thousands",,,2060.655,"B","Break"
"AUT","Austria","10-12","Manufacture of food products; beverages and tobacco products","2010","2010","TONNE","Tonnes","3","Thousands",,,294.778,"B","Break"
"AUT","Austria","10-12","Manufacture of food products; beverages and tobacco products","2012","2012","TONNE","Tonnes","3","Thousands",,,280.812,,
"AUT","Austria","10-12","Manufacture of food products; beverages and tobacco products","2014","2014","TONNE","Tonnes","3","Thousands",,,291.043,,
"AUT","Austria","13-15","Manufacture of textiles, wearing apparel, leather and related products","2004","2004","TONNE","Tonnes","3","Thousands",,,202.203,,
"AUT","Austria","13-15","Manufacture of textiles, wearing apparel, leather and related products","2006","2006","TONNE","Tonnes","3","Thousands",,,20.66,"B","Break"
"AUT","Austria","13-15","Manufacture of textiles, wearing apparel, leather and related products","2008","2008","TONNE","Tonnes","3","Thousands",,,133.625,"B","Break"
"AUT","Austria","13-15","Manufacture of textiles, wearing apparel, leather and related products","2010","2010","TONNE","Tonnes","3","Thousands",,,46.689,"B","Break"
"AUT","Austria","13-15","Manufacture of textiles, wearing apparel, leather and related products","2012","2012","TONNE","Tonnes","3","Thousands",,,30.19,,
"AUT","Austria","13-15","Manufacture of textiles, wearing apparel, leather and related products","2014","2014","TONNE","Tonnes","3","Thousands",,,28.983,,
"AUT","Austria","16","Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","2004","2004","TONNE","Tonnes","3","Thousands",,,4553.156,,
"AUT","Austria","16","Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","2006","2006","TONNE","Tonnes","3","Thousands",,,1768.434,"B","Break"
"AUT","Austria","16","Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","2008","2008","TONNE","Tonnes","3","Thousands",,,4364.383,"B","Break"
"AUT","Austria","16","Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","2010","2010","TONNE","Tonnes","3","Thousands",,,156.467,"B","Break"
"AUT","Austria","16","Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","2012","2012","TONNE","Tonnes","3","Thousands",,,227.212,,
"AUT","Austria","16","Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","2014","2014","TONNE","Tonnes","3","Thousands",,,409.096,,
"AUT","Austria","17-18","Manufacture of paper and paper products; printing and reproduction of recorded media","2004","2004","TONNE","Tonnes","3","Thousands",,,985.376,,
"AUT","Austria","17-18","Manufacture of paper and paper products; printing and reproduction of recorded media","2006","2006","TONNE","Tonnes","3","Thousands",,,2569.934,"B","Break"
"AUT","Austria","17-18","Manufacture of paper and paper products; printing and reproduction of recorded media","2008","2008","TONNE","Tonnes","3","Thousands",,,871.531,"B","Break"
"AUT","Austria","17-18","Manufacture of paper and paper products; printing and reproduction of recorded media","2010","2010","TONNE","Tonnes","3","Thousands",,,364.729,"B","Break"
"AUT","Austria","17-18","Manufacture of paper and paper products; printing and reproduction of recorded media","2012","2012","TONNE","Tonnes","3","Thousands",,,608.664,,
"AUT","Austria","17-18","Manufacture of paper and paper products; printing and reproduction of recorded media","2014","2014","TONNE","Tonnes","3","Thousands",,,642.717,,
"AUT","Austria","19","Manufacture of coke and refined petroleum products","2004","2004","TONNE","Tonnes","3","Thousands",,,28.112,,
"AUT","Austria","19","Manufacture of coke and refined petroleum products","2006","2006","TONNE","Tonnes","3","Thousands",,,2.998,"B","Break"
"AUT","Austria","19","Manufacture of coke and refined petroleum products","2008","2008","TONNE","Tonnes","3","Thousands",,,11.911,"B","Break"
"AUT","Austria","19","Manufacture of coke and refined petroleum products","2010","2010","TONNE","Tonnes","3","Thousands",,,16.314,"B","Break"
"AUT","Austria","19","Manufacture of coke and refined petroleum products","2012","2012","TONNE","Tonnes","3","Thousands",,,3.97,,
"AUT","Austria","19","Manufacture of coke and refined petroleum products","2014","2014","TONNE","Tonnes","3","Thousands",,,7.51,,
"AUT","Austria","19","Manufacture of coke and refined petroleum products","2016","2016","TONNE","Tonnes","3","Thousands",,,20.56,,
"AUT","Austria","20-22","Manufacture of chemical, pharmaceutical, rubber and plastic products","2004","2004","TONNE","Tonnes","3","Thousands",,,374.26,,
"AUT","Austria","20-22","Manufacture of chemical, pharmaceutical, rubber and plastic products","2006","2006","TONNE","Tonnes","3","Thousands",,,277.187,"B","Break"
"AUT","Austria","20-22","Manufacture of chemical, pharmaceutical, rubber and plastic products","2008","2008","TONNE","Tonnes","3","Thousands",,,331.389,"B","Break"
"AUT","Austria","20-22","Manufacture of chemical, pharmaceutical, rubber and plastic products","2010","2010","TONNE","Tonnes","3","Thousands",,,368.994,"B","Break"
"AUT","Austria","20-22","Manufacture of chemical, pharmaceutical, rubber and plastic products","2012","2012","TONNE","Tonnes","3","Thousands",,,224.111,,
"AUT","Austria","20-22","Manufacture of chemical, pharmaceutical, rubber and plastic products","2014","2014","TONNE","Tonnes","3","Thousands",,,324.663,,
"AUT","Austria","23","Manufacture of other non-metallic mineral products","2004","2004","TONNE","Tonnes","3","Thousands",,,602.274,,
"AUT","Austria","23","Manufacture of other non-metallic mineral products","2006","2006","TONNE","Tonnes","3","Thousands",,,819.074,"B","Break"
"AUT","Austria","23","Manufacture of other non-metallic mineral products","2008","2008","TONNE","Tonnes","3","Thousands",,,801.253,"B","Break"
"AUT","Austria","23","Manufacture of other non-metallic mineral products","2010","2010","TONNE","Tonnes","3","Thousands",,,144.421,"B","Break"
"AUT","Austria","23","Manufacture of other non-metallic mineral products","2012","2012","TONNE","Tonnes","3","Thousands",,,63.775,,
"AUT","Austria","23","Manufacture of other non-metallic mineral products","2014","2014","TONNE","Tonnes","3","Thousands",,,75.937,,
"AUT","Austria","24-33","Manufacture of basic metals and fabricated metal products, machinery and equipment; furnitures; jewellery, musical instrument, toys; repair and installation of machinery and equipment","2004","2004","TONNE","Tonnes","3","Thousands",,,6247.751,,
"AUT","Austria","24-33","Manufacture of basic metals and fabricated metal products, machinery and equipment; furnitures; jewellery, musical instrument, toys; repair and installation of machinery and equipment","2006","2006","TONNE","Tonnes","3","Thousands",,,5285.346,"B","Break"
"AUT","Austria","24-33","Manufacture of basic metals and fabricated metal products, machinery and equipment; furnitures; jewellery, musical instrument, toys; repair and installation of machinery and equipment","2008","2008","TONNE","Tonnes","3","Thousands",,,4502.084,"B","Break"
"AUT","Austria","24-33","Manufacture of basic metals and fabricated metal products, machinery and equipment; furnitures; jewellery, musical instrument, toys; repair and installation of machinery and equipment","2010","2010","TONNE","Tonnes","3","Thousands",,,1528.729,"B","Break"
"AUT","Austria","24-33","Manufacture of basic metals and fabricated metal products, machinery and equipment; furnitures; jewellery, musical instrument, toys; repair and installation of machinery and equipment","2012","2012","TONNE","Tonnes","3","Thousands",,,2055.858,"B","Break"
"AUT","Austria","24-33","Manufacture of basic metals and fabricated metal products, machinery and equipment; furnitures; jewellery, musical instrument, toys; repair and installation of machinery and equipment","2014","2014","TONNE","Tonnes","3","Thousands",,,3569.461,"B","Break"
"AUT","Austria","24-25","Manufacture of basic metals and fabricated metal products, except machinery and equipment","2004","2004","TONNE","Tonnes","3","Thousands",,,5183.966,,
"AUT","Austria","24-25","Manufacture of basic metals and fabricated metal products, except machinery and equipment","2006","2006","TONNE","Tonnes","3","Thousands",,,4322.061,"B","Break"
"AUT","Austria","24-25","Manufacture of basic metals and fabricated metal products, except machinery and equipment","2008","2008","TONNE","Tonnes","3","Thousands",,,3602.6,"B","Break"
"AUT","Austria","24-25","Manufacture of basic metals and fabricated metal products, except machinery and equipment","2010","2010","TONNE","Tonnes","3","Thousands",,,1006.752,"B","Break"
"AUT","Austria","24-25","Manufacture of basic metals and fabricated metal products, except machinery and equipment","2012","2012","TONNE","Tonnes","3","Thousands",,,1569.355,,
"AUT","Austria","24-25","Manufacture of basic metals and fabricated metal products, except machinery and equipment","2014","2014","TONNE","Tonnes","3","Thousands",,,3093.624,,
"AUT","Austria","26-30","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment","2004","2004","TONNE","Tonnes","3","Thousands",,,870.714,,
"AUT","Austria","26-30","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment","2006","2006","TONNE","Tonnes","3","Thousands",,,813.374,"B","Break"
"AUT","Austria","26-30","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment","2008","2008","TONNE","Tonnes","3","Thousands",,,757.118,"B","Break"
"AUT","Austria","26-30","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment","2010","2010","TONNE","Tonnes","3","Thousands",,,399.855,"B","Break"
"AUT","Austria","26-30","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment","2012","2012","TONNE","Tonnes","3","Thousands",,,409.009,,
"AUT","Austria","26-30","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment","2014","2014","TONNE","Tonnes","3","Thousands",,,391.573,,
"AUT","Austria","31-33","Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment","2004","2004","TONNE","Tonnes","3","Thousands",,,193.071,,
"AUT","Austria","31-33","Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment","2006","2006","TONNE","Tonnes","3","Thousands",,,149.911,"B","Break"
"AUT","Austria","31-33","Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment","2008","2008","TONNE","Tonnes","3","Thousands",,,142.366,"B","Break"
"AUT","Austria","31-33","Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment","2010","2010","TONNE","Tonnes","3","Thousands",,,122.122,"B","Break"
"AUT","Austria","31-33","Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment","2012","2012","TONNE","Tonnes","3","Thousands",,,77.494,,
"AUT","Austria","31-33","Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment","2014","2014","TONNE","Tonnes","3","Thousands",,,84.264,,
"AUT","Austria","31-33","Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment","2016","2016","TONNE","Tonnes","3","Thousands",,,103.188,,
"AUT","Austria","35","Energy Production ","2004","2004","TONNE","Tonnes","3","Thousands",,,365.184,,
"AUT","Austria","35","Energy Production ","2006","2006","TONNE","Tonnes","3","Thousands",,,2017.095,"B","Break"
"AUT","Austria","35","Energy Production ","2008","2008","TONNE","Tonnes","3","Thousands",,,568.962,"B","Break"
"AUT","Austria","35","Energy Production ","2010","2010","TONNE","Tonnes","3","Thousands",,,401.4,"B","Break"
"AUT","Austria","35","Energy Production ","2012","2012","TONNE","Tonnes","3","Thousands",,,349.041,,
"AUT","Austria","35","Energy Production ","2014","2014","TONNE","Tonnes","3","Thousands",,,265.288,,
"AUT","Austria","36-39","Water supply, sewerage, waste management, etc.","2004","2004","TONNE","Tonnes","3","Thousands",,,2119.61,,
"AUT","Austria","36-39","Water supply, sewerage, waste management, etc.","2006","2006","TONNE","Tonnes","3","Thousands",,,243.143,"B","Break"
"AUT","Austria","36-39","Water supply, sewerage, waste management, etc.","2008","2008","TONNE","Tonnes","3","Thousands",,,2524.363,"B","Break"
"AUT","Austria","36-39","Water supply, sewerage, waste management, etc.","2010","2010","TONNE","Tonnes","3","Thousands",,,2317.075,"B","Break"
"AUT","Austria","36-39","Water supply, sewerage, waste management, etc.","2012","2012","TONNE","Tonnes","3","Thousands",,,556.766,,
"AUT","Austria","36-39","Water supply, sewerage, waste management, etc.","2014","2014","TONNE","Tonnes","3","Thousands",,,407.826,,
"AUT","Austria","41-43","Construction","2004","2004","TONNE","Tonnes","3","Thousands",,,27935.266,,
"AUT","Austria","41-43","Construction","2006","2006","TONNE","Tonnes","3","Thousands",,,31321.626,"B","Break"
"AUT","Austria","41-43","Construction","2008","2008","TONNE","Tonnes","3","Thousands",,,31389.803,"B","Break"
"AUT","Austria","41-43","Construction","2010","2010","TONNE","Tonnes","3","Thousands",,,20894.149,"B","Break"
"AUT","Austria","41-43","Construction","2012","2012","TONNE","Tonnes","3","Thousands",,,33466.51,,
"AUT","Austria","41-43","Construction","2014","2014","TONNE","Tonnes","3","Thousands",,,40214.611,,
"AUT","Austria","45-98","Other","2004","2004","TONNE","Tonnes","3","Thousands",,,6437.367,,
"AUT","Austria","45-98","Other","2006","2006","TONNE","Tonnes","3","Thousands",,,7679.177,"B","Break"
"AUT","Austria","45-98","Other","2008","2008","TONNE","Tonnes","3","Thousands",,,7611.775,"B","Break"
"AUT","Austria","45-98","Other","2010","2010","TONNE","Tonnes","3","Thousands",,,16964.717,"B","Break"
"AUT","Austria","45-98","Other","2012","2012","TONNE","Tonnes","3","Thousands",,,7299.233,,
"AUT","Austria","45-98","Other","2014","2014","TONNE","Tonnes","3","Thousands",,,7045.611,,
"AUT","Austria","INT_CAPITA","Primary waste per capita","2010","2010","KG_HAB","Kilograms per capita","0","Units",,,5269.582,,
"AUT","Austria","INT_CAPITA","Primary waste per capita","2012","2012","KG_HAB","Kilograms per capita","0","Units",,,5339.304,,
"AUT","Austria","INT_CAPITA","Primary waste per capita","2014","2014","KG_HAB","Kilograms per capita","0","Units",,,6204.114,,
"AUT","Austria","INT_CAPITA","Primary waste per capita","2016","2016","KG_HAB","Kilograms per capita","0","Units",,,6720.772,,
"AUT","Austria","INT_GDP","Primary waste per unit of GDP","2010","2010","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,126.146,,
"AUT","Austria","INT_GDP","Primary waste per unit of GDP","2012","2012","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,124.7,,
"AUT","Austria","INT_GDP","Primary waste per unit of GDP","2014","2014","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,145.821,,
"AUT","Austria","INT_GDP","Primary waste per unit of GDP","2016","2016","KG_1000USD","Kilograms per 1 000 US dollars","0","Units",,,155.405,,
"AUT","Austria","INT_CONS","Waste from construction sector per capita","2004","2004","KG_HAB","Kilograms per capita","0","Units",,,3419.483,,
"AUT","Austria","INT_CONS","Waste from construction sector per capita","2006","2006","KG_HAB","Kilograms per capita","0","Units",,,3764.789,"B","Break"
"AUT","Austria","INT_CONS","Waste from construction sector per capita","2008","2008","KG_HAB","Kilograms per capita","0","Units",,,3772.114,"B","Break"
"AUT","Austria","INT_CONS","Waste from construction sector per capita","2010","2010","KG_HAB","Kilograms per capita","0","Units",,,2502.79,"B","Break"
"AUT","Austria","INT_CONS","Waste from construction sector per capita","2012","2012","KG_HAB","Kilograms per capita","0","Units",,,3971.964,,
"AUT","Austria","INT_CONS","Waste from construction sector per capita","2014","2014","KG_HAB","Kilograms per capita","0","Units",,,4735.472,,
"BEL","Belgium","TOTAL_S","Total amounts of waste generated by sector","2004","2004","TONNE","Tonnes","3","Thousands",,,52809.345,,
"BEL","Belgium","TOTAL_S","Total amounts of waste generated by sector","2006","2006","TONNE","Tonnes","3","Thousands",,,59351.721,"B","Break"
"BEL","Belgium","TOTAL_S","Total amounts of waste generated by sector","2008","2008","TONNE","Tonnes","3","Thousands",,,48621.916,"B","Break"
"BEL","Belgium","TOTAL_S","Total amounts of waste generated by sector","2010","2010","TONNE","Tonnes","3","Thousands",,,61345.803,"B","Break"
"BEL","Belgium","TOTAL_S","Total amounts of waste generated by sector","2012","2012","TONNE","Tonnes","3","Thousands",,,53839.47,"B","Break"
"BEL","Belgium","TOTAL_S","Total amounts of waste generated by sector","2014","2014","TONNE","Tonnes","3","Thousands",,,57965.392,,
"BEL","Belgium","TOTAL_S","Total amounts of waste generated by sector","2016","2016","TONNE","Tonnes","3","Thousands",,,63152.384,,
"BEL","Belgium","RES","Sorting residues, secondary waste","2010","2010","TONNE","Tonnes","3","Thousands",,,2997.778,,
"BEL","Belgium","RES","Sorting residues, secondary waste","2012","2012","TONNE","Tonnes","3","Thousands",,,2513.503,,
"BEL","Belgium","RES","Sorting residues, secondary waste","2014","2014","TONNE","Tonnes","3","Thousands",,,3342.163,,
"BEL","Belgium","RES","Sorting residues, secondary waste","2016","2016","TONNE","Tonnes","3","Thousands",,,3933.569,,
"BEL","Belgium","TOTAL","Total amounts of primary waste generated","2010","2010","TONNE","Tonnes","3","Thousands",,,58348.025,,
"BEL","Belgium","TOTAL","Total amounts of primary waste generated","2012","2012","TONNE","Tonnes","3","Thousands",,,51325.967,"B","Break"
"BEL","Belgium","TOTAL","Total amounts of primary waste generated","2014","2014","TONNE","Tonnes","3","Thousands",,,54623.229,,
"BEL","Belgium","TOTAL","Total amounts of primary waste generated","2016","2016","TONNE","Tonnes","3","Thousands",,,59218.815,,
"BEL","Belgium","01-03","Agriculture, forestry and fishing ","2004","2004","TONNE","Tonnes","3","Thousands",,,1186.648,,
"BEL","Belgium","01-03","Agriculture, forestry and fishing ","2006","2006","TONNE","Tonnes","3","Thousands",,,361.827,"B","Break"
"BEL","Belgium","01-03","Agriculture, forestry and fishing ","2008","2008","TONNE","Tonnes","3","Thousands",,,287.656,"B","Break"
"BEL","Belgium","01-03","Agriculture, forestry and fishing ","2010","2010","TONNE","Tonnes","3","Thousands",,,225.622,"B","Break"
"BEL","Belgium","01-03","Agriculture, forestry and fishing ","2012","2012","TONNE","Tonnes","3","Thousands",,,165.463,,
"BEL","Belgium","01-03","Agriculture, forestry and fishing ","2014","2014","TONNE","Tonnes","3","Thousands",,,298.589,,
"BEL","Belgium","01-03","Agriculture, forestry and fishing ","2016","2016","TONNE","Tonnes","3","Thousands",,,269.182,,
"BEL","Belgium","05-09","Mining and Quarrying","2004","2004","TONNE","Tonnes","3","Thousands",,,384.179,,
"BEL","Belgium","05-09","Mining and Quarrying","2006","2006","TONNE","Tonnes","3","Thousands",,,159.059,"B","Break"
"BEL","Belgium","05-09","Mining and Quarrying","2008","2008","TONNE","Tonnes","3","Thousands",,,503.487,"B","Break"
"BEL","Belgium","05-09","Mining and Quarrying","2010","2010","TONNE","Tonnes","3","Thousands",,,1701.199,"B","Break"
"BEL","Belgium","05-09","Mining and Quarrying","2012","2012","TONNE","Tonnes","3","Thousands",,,81.147,"B","Break"
"BEL","Belgium","05-09","Mining and Quarrying","2014","2014","TONNE","Tonnes","3","Thousands",,,65.728,,
"BEL","Belgium","05-09","Mining and Quarrying","2016","2016","TONNE","Tonnes","3","Thousands",,,37.301,,
"BEL","Belgium","10-33","Manufacturing industries: Total","2004","2004","TONNE","Tonnes","3","Thousands",,,18177.314,,
"BEL","Belgium","10-33","Manufacturing industries: Total","2006","2006","TONNE","Tonnes","3","Thousands",,,15307.573,"B","Break"
"BEL","Belgium","10-33","Manufacturing industries: Total","2008","2008","TONNE","Tonnes","3","Thousands",,,10090.329,"B","Break"
"BEL","Belgium","10-33","Manufacturing industries: Total","2010","2010","TONNE","Tonnes","3","Thousands",,,14255.873,"B","Break"
"BEL","Belgium","10-33","Manufacturing industries: Total","2012","2012","TONNE","Tonnes","3","Thousands",,,12935.568,,
"BEL","Belgium","10-33","Manufacturing industries: Total","2014","2014","TONNE","Tonnes","3","Thousands",,,13952.181,,
"BEL","Belgium","10-33","Manufacturing industries: Total","2016","2016","TONNE","Tonnes","3","Thousands",,,14321.888,,
"BEL","Belgium","10-12","Manufacture of food products; beverages and tobacco products","2004","2004","TONNE","Tonnes","3","Thousands",,,5369.38,,
"BEL","Belgium","10-12","Manufacture of food products; beverages and tobacco products","2006","2006","TONNE","Tonnes","3","Thousands",,,3716.225,"B","Break"
"BEL","Belgium","10-12","Manufacture of food products; beverages and tobacco products","2008","2008","TONNE","Tonnes","3","Thousands",,,4058.362,"B","Break"
"BEL","Belgium","10-12","Manufacture of food products; beverages and tobacco products","2010","2010","TONNE","Tonnes","3","Thousands",,,3929.591,"B","Break"
"BEL","Belgium","10-12","Manufacture of food products; beverages and tobacco products","2012","2012","TONNE","Tonnes","3","Thousands",,,3038.489,,
"BEL","Belgium","10-12","Manufacture of food products; beverages and tobacco products","2014","2014","TONNE","Tonnes","3","Thousands",,,3178.137,,
"BEL","Belgium","10-12","Manufacture of food products; beverages and tobacco products","2016","2016","TONNE","Tonnes","3","Thousands",,,3426.17,,
"BEL","Belgium","13-15","Manufacture of textiles, wearing apparel, leather and related products","2004","2004","TONNE","Tonnes","3","Thousands",,,298.095,,
"BEL","Belgium","13-15","Manufacture of textiles, wearing apparel, leather and related products","2006","2006","TONNE","Tonnes","3","Thousands",,,564.164,"B","Break"
"BEL","Belgium","13-15","Manufacture of textiles, wearing apparel, leather and related products","2008","2008","TONNE","Tonnes","3","Thousands",,,121.227,"B","Break"
"BEL","Belgium","13-15","Manufacture of textiles, wearing apparel, leather and related products","2010","2010","TONNE","Tonnes","3","Thousands",,,248.33,"B","Break"
"BEL","Belgium","13-15","Manufacture of textiles, wearing apparel, leather and related products","2012","2012","TONNE","Tonnes","3","Thousands",,,136.799,,
"BEL","Belgium","13-15","Manufacture of textiles, wearing apparel, leather and related products","2014","2014","TONNE","Tonnes","3","Thousands",,,130.144,,
