Year,Waste Produced (Tons),County,Population,Electricity Usage (GWh)
2009.0,52476.78,Mendocino,87677.0,340.204209
2009.0,224097.99,Merced,253026.0,676.797341
2009.0,18.58,Modoc,9628.0,61.35457099999999
2009.0,22171.11,Mono,14074.0,90.996172
2009.0,351205.0,Monterey,412233.0,731.0468480000002
2009.0,101233.35,Napa,135225.0,381.474386
2009.0,53534.04,Nevada,98558.0,424.117881
2009.0,2855407.1,Orange,2990805.0,6915.602284999999
2009.0,223401.68,Placer,340995.0,1366.366414
2009.0,93.59,Plumas,20216.0,103.274793
2009.0,1755725.42,Riverside,2140626.0,6606.216782
2009.0,955088.0,Sacramento,1406168.0,4722.923195
2009.0,49909.49,San Benito,55068.0,117.414796
2009.0,1609726.05,San Bernardino,2019432.0,4796.746936
2009.0,3081141.78,San Diego,3064436.0,6790.487873
2009.0,484812.04,San Francisco,800239.0,1500.921547
2009.0,592075.35,San Joaquin,677833.0,1726.070025
2009.0,231439.04,San Luis Obispo,267537.0,667.82461
2009.0,586003.27,San Mateo,713818.0,1614.0521609999996
2009.0,362935.47,Santa Barbara,421197.0,808.9224849999998
2009.0,1189285.92,Santa Clara,1767204.0,3968.475602
2009.0,168341.91,Santa Cruz,260892.0,595.816998
2009.0,151137.51,Shasta,176756.0,756.699264
2009.0,2102.08,Sierra,3264.0,14.395347
2009.0,29197.87,Siskiyou,44996.0,240.150238
2009.0,339322.32,Solano,412832.0,1021.109642
2009.0,351715.35,Sonoma,478622.0,1321.034978
2009.0,189607.58,Stanislaus,511226.0,1714.553598
2009.0,41593.54,Tehama,62921.0,237.971587
2009.0,7683.0,Trinity,13750.0,10.582675
2009.0,319190.04,Tulare,434933.0,1187.727072
2009.0,40617.06,Tuolumne,55661.0,224.548867
2009.0,783285.17,Ventura,815284.0,1855.01122
2009.0,160955.81,Yolo,198642.0,514.54446
2009.0,127629.07,Yuba,71609.0,205.271476
2010.0,1152323.9,Alameda,1510271.0,3021.008265
2010.0,1190.93,Alpine,1175.0,12.451971
2010.0,32010.01,Amador,38091.0,139.890453
2010.0,184965.59,Butte,220000.0,718.735943
2010.0,36446.62,Calaveras,45578.0,197.98376
2010.0,22462.21,Colusa,21419.0,63.400659
2010.0,718862.2,Contra Costa,1049025.0,2733.43719
2010.0,112.47,Del Norte,28610.0,133.518388
2010.0,87374.28,El Dorado,181058.0,763.164377
2010.0,684548.02,Fresno,930450.0,2545.434294
2010.0,19708.39,Glenn,28122.0,91.069867
2010.0,64615.59,Humboldt,134623.0,478.859617
2010.0,242204.21,Imperial,174528.0,497.948453
2010.0,24661.15,Inyo,18546.0,57.596003
2010.0,753447.27,Kern,839631.0,2095.448973
2010.0,96728.43,Kings,152982.0,348.67531
2010.0,41147.98,Lake,64665.0,294.395146
2010.0,19887.42,Lassen,34895.0,104.852577
2010.0,8264268.73,Los Angeles,9818605.0,19721.279522
2010.0,118507.7,Madera,150865.0,408.42505
2010.0,180106.09,Marin,252409.0,702.412945
2010.0,12009.73,Mariposa,18251.0,72.512063
2010.0,48519.59,Mendocino,87841.0,339.759793
2010.0,212516.51,Merced,255793.0,657.9214900000002
2010.0,20649.36,Mono,14202.0,94.306
2010.0,344983.14,Monterey,415057.0,733.9893450000002
2010.0,114851.1,Napa,136484.0,376.3244
2010.0,53225.73,Nevada,98764.0,424.937029
2010.0,2803813.17,Orange,3010232.0,6609.278079
2010.0,218358.1,Placer,348432.0,1332.131876
2010.0,36.27,Plumas,20007.0,102.003213
2010.0,1782985.78,Riverside,2189641.0,6336.303432
2010.0,954053.07,Sacramento,1418788.0,4519.797524000001
2010.0,52729.01,San Benito,55269.0,116.656055
2010.0,1591512.22,San Bernardino,2035210.0,4600.264544
2010.0,2987483.79,San Diego,3095313.0,6626.559663
2010.0,455331.84,San Francisco,805235.0,1517.565465
2010.0,601819.62,San Joaquin,685306.0,1683.758802
2010.0,226987.06,San Luis Obispo,269637.0,656.553079
2010.0,557625.81,San Mateo,718451.0,1617.115393
2010.0,339739.77,Santa Barbara,423895.0,801.280897
2010.0,1170683.29,Santa Clara,1781642.0,3922.059535
2010.0,169540.46,Santa Cruz,262382.0,604.543679
2010.0,147126.52,Shasta,177223.0,746.3005400000002
2010.0,2559.0,Sierra,3240.0,14.377963
2010.0,29321.42,Siskiyou,44900.0,236.68618
2010.0,327992.23,Solano,413344.0,1003.248589
2010.0,362763.18,Sonoma,483878.0,1346.275943
2010.0,217738.02,Stanislaus,514453.0,1630.226691
2010.0,67376.14,Tehama,63463.0,233.300097
2010.0,7383.6,Trinity,13786.0,11.181315
2010.0,311870.94,Tulare,442179.0,1139.409593
2010.0,40055.71,Tuolumne,55365.0,223.064206
2010.0,778313.49,Ventura,823318.0,1788.745688
2010.0,159845.53,Yolo,200849.0,494.328182
2010.0,127258.24,Yuba,72155.0,203.694219
2011.0,1090342.95,Alameda,1526110.0,3023.83034
2011.0,1356.18,Alpine,1169.0,9.093424
2011.0,30471.43,Amador,37173.0,140.216069
2011.0,186185.5,Butte,220620.0,725.656559
2011.0,35423.59,Calaveras,45540.0,200.495354
2011.0,21237.98,Colusa,21370.0,64.365759
2011.0,673905.37,Contra Costa,1060334.0,2750.847487
2011.0,23.51,Del Norte,28359.0,132.186078
2011.0,91100.75,El Dorado,181187.0,762.542842
2011.0,677032.37,Fresno,939226.0,2589.907104
2011.0,18770.37,Glenn,28313.0,91.818337
2011.0,62924.24,Humboldt,135704.0,476.23461
2011.0,213687.88,Imperial,176518.0,513.962429
2011.0,25627.42,Inyo,18550.0,57.616488
2011.0,757014.43,Kern,847014.0,2141.1075140000007
2011.0,101081.8,Kings,151286.0,354.516431
2011.0,40844.84,Lake,64951.0,298.254956
2011.0,19815.53,Lassen,34641.0,103.700947
2011.0,8233623.28,Los Angeles,9879298.0,20064.618265
2011.0,111497.17,Madera,151440.0,415.376062
2011.0,174514.28,Marin,254428.0,701.8897900000002
2011.0,13129.64,Mariposa,18251.0,71.83022199999998
2011.0,50934.01,Mendocino,87477.0,337.272708
2011.0,209846.95,Merced,259045.0,676.900572
2011.0,15.19,Modoc,9718.0,61.390099
2011.0,21420.69,Mono,14328.0,95.70773
2011.0,326933.83,Monterey,417276.0,732.634857
2011.0,106196.24,Napa,136904.0,374.639179
2011.0,50581.11,Nevada,98671.0,426.025833
2011.0,2719237.41,Orange,3036412.0,6693.243142
2011.0,211007.34,Placer,354198.0,1348.573866
2011.0,157.98,Plumas,19859.0,101.331341
2011.0,1747413.67,Riverside,2216250.0,6577.76536
2011.0,991936.12,Sacramento,1430031.0,4624.171246
2011.0,52459.01,San Benito,55730.0,116.248314
2011.0,1555110.15,San Bernardino,2055671.0,4716.1219329999985
2011.0,3045133.39,San Diego,3125654.0,6691.870606
2011.0,446634.73,San Francisco,817163.0,1523.545732
2011.0,596701.01,San Joaquin,691982.0,1706.8591649999996
2011.0,228975.65,San Luis Obispo,270251.0,655.5846339999998
2011.0,518257.97,San Mateo,726779.0,1604.590693
2011.0,329227.2,Santa Barbara,424415.0,800.386786
2011.0,1126235.41,Santa Clara,1805695.0,3922.935292
2011.0,164883.37,Santa Cruz,264880.0,604.171835
2011.0,153079.06,Shasta,177850.0,746.2911330000002
2011.0,2122.53,Sierra,3241.0,14.044844
2011.0,29548.55,Siskiyou,44964.0,235.501173
2011.0,312759.52,Solano,413664.0,1013.181025
2011.0,326937.19,Sonoma,486096.0,1359.617673
2011.0,207355.0,Stanislaus,517831.0,1661.389488
2011.0,204634.17,Tehama,63300.0,233.890662
2011.0,7741.88,Trinity,13751.0,11.471566
2011.0,311982.44,Tulare,445890.0,1162.310965
2011.0,37695.26,Tuolumne,55259.0,220.714282
2011.0,769624.5,Ventura,829790.0,1800.6694489999998
2011.0,148232.59,Yolo,202778.0,500.097735
2011.0,128421.59,Yuba,72619.0,208.695127
2012.0,1147859.1,Alameda,1545917.0,2998.246885
2012.0,1268.69,Alpine,1166.0,9.298178
2012.0,27455.56,Amador,36777.0,141.054038
2012.0,196630.71,Butte,221340.0,738.78091
2012.0,32695.09,Calaveras,45496.0,201.495546
2012.0,22037.04,Colusa,21340.0,65.641094
2012.0,667929.88,Contra Costa,1072470.0,2767.558456
2012.0,79.7,Del Norte,28108.0,127.752553
2012.0,91232.53,El Dorado,180717.0,764.653388
2012.0,654835.82,Fresno,948123.0,2704.692954
2012.0,19116.67,Glenn,28243.0,93.675018
2012.0,58629.6,Humboldt,135219.0,465.72748
2012.0,178914.89,Imperial,179106.0,539.4198269999998
2012.0,20397.11,Inyo,18543.0,60.787463
2012.0,777434.08,Kern,855275.0,2274.029024
2012.0,94750.33,Kings,151411.0,368.995723
2012.0,35627.91,Lake,64829.0,302.174953
2012.0,17978.85,Lassen,33523.0,102.337641
2012.0,8141712.49,Los Angeles,9956882.0,21076.224921
2012.0,117353.94,Madera,151628.0,430.304184
2012.0,180704.22,Marin,256662.0,689.272331
2012.0,11362.37,Mariposa,18249.0,72.272391
2012.0,51224.14,Mendocino,87696.0,333.082898
2012.0,201860.63,Merced,262329.0,703.83237
2012.0,107.91,Modoc,9659.0,57.505292
2012.0,21364.37,Mono,14225.0,93.723883
2012.0,326003.19,Monterey,422621.0,728.447471
2012.0,99518.12,Napa,138374.0,374.240432
2012.0,33834.64,Nevada,98090.0,425.846458
2012.0,2695717.76,Orange,3072381.0,7069.653161
2012.0,208360.03,Placer,359648.0,1383.241309
2012.0,140.87,Plumas,19426.0,97.580267
2012.0,1744578.5,Riverside,2244472.0,6672.551485
2012.0,957194.03,Sacramento,1442546.0,4672.736884
2012.0,55803.38,San Benito,56518.0,117.878506
2012.0,1492333.67,San Bernardino,2071326.0,4770.676829
2012.0,2875287.88,San Diego,3161808.0,6915.310289
2012.0,454570.16,San Francisco,829289.0,1511.063574
2012.0,580940.63,San Joaquin,699127.0,1752.0795079999998
2012.0,215344.52,San Luis Obispo,271933.0,664.3648559999998
2012.0,530811.86,San Mateo,737002.0,1585.181551
2012.0,335185.84,Santa Barbara,428337.0,837.18624
2012.0,1108511.62,Santa Clara,1834926.0,3885.492154
2012.0,163579.27,Santa Cruz,267332.0,600.9292009999998
2012.0,145029.86,Shasta,178076.0,747.88578
2012.0,2136.47,Sierra,3233.0,14.200185
2012.0,28318.43,Siskiyou,44841.0,228.134916
2012.0,307847.84,Solano,416495.0,1019.931396
2012.0,307763.99,Sonoma,488837.0,1354.999241
2012.0,214240.84,Stanislaus,522176.0,1691.9490219999998
2012.0,41905.92,Tehama,63104.0,238.812731
2012.0,7473.19,Trinity,13740.0,11.336818
2012.0,307910.38,Tulare,451153.0,1181.907166
2012.0,35480.65,Tuolumne,54991.0,220.554493
2012.0,774173.26,Ventura,834960.0,1918.700627
2012.0,152387.1,Yolo,204987.0,512.792936
2012.0,125012.45,Yuba,73029.0,215.579687
2013.0,1143318.37,Alameda,1569989.0,2984.213677
2013.0,1239.15,Alpine,1164.0,13.424431
2013.0,28787.17,Amador,36267.0,139.472718
2013.0,175327.17,Butte,222374.0,729.845116
2013.0,32025.87,Calaveras,45424.0,199.732952
2013.0,17464.65,Colusa,21480.0,64.770037
2013.0,672004.34,Contra Costa,1086069.0,2765.959761
2013.0,169.07,Del Norte,27619.0,126.533004
2013.0,94553.21,El Dorado,180599.0,756.189231
2013.0,689001.35,Fresno,956991.0,2687.6511
2013.0,20682.58,Glenn,28135.0,92.80672
2013.0,58983.29,Humboldt,134758.0,441.83383
2013.0,204137.64,Imperial,180099.0,530.486395
2013.0,19426.51,Inyo,18557.0,60.135328
2013.0,759117.23,Kern,864605.0,2269.736309
2013.0,81871.38,Kings,150270.0,371.162072
2013.0,38644.11,Lake,64759.0,302.323175
2013.0,18116.18,Lassen,32466.0,104.522248
2013.0,8266414.53,Los Angeles,10025712.0,20611.287007
2013.0,114475.64,Madera,151396.0,429.067921
2013.0,184470.54,Marin,258133.0,684.0898480000002
2013.0,15418.69,Mariposa,18195.0,71.674818
2013.0,56428.99,Mendocino,88210.0,324.404441
2013.0,207821.74,Merced,264365.0,697.945877
2013.0,17.14,Modoc,9646.0,61.09184499999999
2013.0,19781.73,Mono,13934.0,98.881323
2013.0,339611.11,Monterey,425968.0,722.432834
2013.0,106555.83,Napa,139005.0,374.770591
2013.0,4416.24,Nevada,97850.0,422.777662
2013.0,2757702.88,Orange,3103018.0,6838.286644
2013.0,223489.86,Placer,363837.0,1367.826796
2013.0,217.58,Plumas,18915.0,101.183276
2013.0,1843028.07,Riverside,2268660.0,6599.335387
2013.0,1043908.12,Sacramento,1453969.0,4671.237204
2013.0,54190.84,San Benito,56978.0,119.711875
2013.0,1571158.05,San Bernardino,2084443.0,4684.0686369999985
2013.0,3007350.6,San Diego,3199900.0,6805.264337000001
2013.0,476423.83,San Francisco,844169.0,1501.001214
2013.0,614665.98,San Joaquin,704615.0,1738.584773
2013.0,234917.78,San Luis Obispo,273882.0,659.569139
2013.0,543722.63,San Mateo,747550.0,1572.616531
2013.0,362229.03,Santa Barbara,433078.0,831.170157
2013.0,1133189.22,Santa Clara,1863975.0,3912.690376
2013.0,161813.83,Santa Cruz,269463.0,595.843339
2013.0,163217.23,Shasta,178866.0,747.931837
2013.0,2461.0,Sierra,3215.0,13.903601
2013.0,26778.62,Siskiyou,44825.0,232.473309
2013.0,323276.45,Solano,419493.0,1020.479823
2013.0,322066.71,Sonoma,493122.0,1346.762575
2013.0,226461.64,Stanislaus,525886.0,1693.104334
2013.0,45324.38,Tehama,63102.0,237.38256600000003
2013.0,8294.18,Trinity,13731.0,11.060451
2013.0,314520.55,Tulare,455525.0,1206.360398
2013.0,37167.14,Tuolumne,54938.0,219.980049
2013.0,793453.88,Ventura,840637.0,1901.541572
2013.0,156528.51,Yolo,207801.0,510.123664
2013.0,129117.49,Yuba,73371.0,212.254061
2014.0,1106585.54,Alameda,1590729.0,2891.232325
2014.0,1061.34,Alpine,1163.0,11.974975
2014.0,27624.29,Amador,36029.0,134.74438700000002
2014.0,177142.17,Butte,222988.0,718.947064
2014.0,31741.23,Calaveras,45358.0,192.543967
2014.0,20434.8,Colusa,21526.0,64.72284499999999
2014.0,686132.71,Contra Costa,1098959.0,2731.309642
2014.0,118.9,Del Norte,27160.0,110.109643
2014.0,97785.72,El Dorado,181408.0,721.053363
2014.0,718490.89,Fresno,964929.0,2692.471908
2014.0,20236.34,Glenn,28247.0,91.392872
2014.0,54381.8,Humboldt,134462.0,395.915896
2014.0,186888.14,Imperial,181699.0,536.1185009999998
2014.0,16994.08,Inyo,18613.0,60.788615
2014.0,787137.62,Kern,870642.0,2294.846631
2014.0,95219.91,Kings,149336.0,376.278996
2014.0,37416.9,Lake,64891.0,285.2773509999999
2014.0,19859.51,Lassen,31411.0,94.366525
2014.0,8506648.68,Los Angeles,10078930.0,20742.773777
2014.0,110732.89,Madera,153081.0,424.63294800000006
2014.0,177022.31,Marin,261001.0,652.468169
2014.0,12486.86,Mariposa,18218.0,68.51898299999999
2014.0,55097.79,Mendocino,88056.0,295.1787970000001
2014.0,234381.52,Merced,265848.0,718.4812820000002
2014.0,4.23,Modoc,9636.0,53.515557
2014.0,18770.43,Mono,13806.0,87.69288399999998
2014.0,348283.01,Monterey,427733.0,684.290192
2014.0,120497.74,Napa,140382.0,364.662282
2014.0,6054.23,Nevada,97764.0,407.094148
2014.0,2893518.08,Orange,3122962.0,7032.734696
2014.0,227722.65,Placer,368059.0,1370.790232
2014.0,367.28,Plumas,18533.0,98.122899
2014.0,1897263.69,Riverside,2290907.0,6763.139781
2014.0,1056532.55,Sacramento,1466176.0,4708.098133
2014.0,50505.18,San Benito,57656.0,115.497509
2014.0,1589490.38,San Bernardino,2094951.0,4749.693015999998
2014.0,3131969.45,San Diego,3232762.0,6855.540414
2014.0,529474.27,San Francisco,852948.0,1436.097607
2014.0,639175.86,San Joaquin,711119.0,1762.8874879999996
2014.0,243378.01,San Luis Obispo,276091.0,629.9200089999998
2014.0,550663.05,San Mateo,754234.0,1505.269862
2014.0,353131.21,Santa Barbara,437875.0,804.131553
2014.0,1244464.37,Santa Clara,1887079.0,3844.162094
2014.0,171722.01,Santa Cruz,271217.0,558.75025
2014.0,155573.8,Shasta,179136.0,724.0686910000002
2014.0,2907.29,Sierra,3204.0,13.27525
2014.0,22660.44,Siskiyou,44809.0,215.407966
2014.0,331940.8,Solano,423383.0,1007.803874
2014.0,326267.14,Sonoma,497121.0,1286.568562
2014.0,243275.64,Stanislaus,529094.0,1716.5681600000007
2014.0,47692.02,Tehama,62856.0,231.001181
2014.0,7515.39,Trinity,13722.0,10.266434
2014.0,330722.3,Tulare,458492.0,1221.371347
2014.0,35498.64,Tuolumne,55082.0,206.254682
2014.0,804930.55,Ventura,845279.0,1904.791753
2014.0,170524.89,Yolo,208637.0,507.245608
2014.0,137785.73,Yuba,73742.0,214.329404
2015.0,1130785.92,Alameda,1613528.0,2893.676837
2015.0,909.33,Alpine,1162.0,11.855504
2015.0,31240.35,Amador,36114.0,132.79163799999998
2015.0,181432.62,Butte,223940.0,712.388497
2015.0,57038.54,Calaveras,45265.0,191.155224
2015.0,20587.23,Colusa,21446.0,64.133314
2015.0,719149.18,Contra Costa,1113341.0,2730.006314
2015.0,47.33,Del Norte,26746.0,116.131782
2015.0,91685.93,El Dorado,182540.0,720.944651
2015.0,765405.56,Fresno,975169.0,2655.810295
2015.0,20038.12,Glenn,28350.0,90.110176
2015.0,61044.27,Humboldt,134734.0,390.005025
2015.0,174754.22,Imperial,183867.0,534.110851
2015.0,16816.15,Inyo,18564.0,57.033989
2015.0,858872.99,Kern,878094.0,2247.957532
2015.0,95858.73,Kings,149292.0,366.854066
2015.0,189645.23,Lake,64962.0,276.024932
2015.0,20780.86,Lassen,30864.0,95.061273
2015.0,9050134.96,Los Angeles,10126423.0,20432.526183
2015.0,122948.37,Madera,154221.0,418.86814
2015.0,188106.43,Marin,262743.0,651.961002
2015.0,12084.0,Mariposa,18172.0,67.420439
2015.0,65688.07,Mendocino,88108.0,293.831803
2015.0,233899.07,Merced,268244.0,705.984756
2015.0,2.4,Modoc,9622.0,54.193089
2015.0,22026.03,Mono,13793.0,78.939684
2015.0,365031.05,Monterey,430310.0,680.620018
2015.0,124258.7,Napa,141010.0,362.486244
2015.0,7813.22,Nevada,98162.0,405.134013
2015.0,3013489.3,Orange,3145029.0,6894.647623000002
2015.0,244973.64,Placer,371264.0,1363.659086
2015.0,740.39,Plumas,18293.0,90.900496
2015.0,2037162.81,Riverside,2315706.0,7065.512428
2015.0,1121085.93,Sacramento,1481751.0,4708.414804
2015.0,72448.88,San Benito,58138.0,117.821053
2015.0,1670832.88,San Bernardino,2112344.0,4921.765007
2015.0,3296372.52,San Diego,3265038.0,6859.123292
2015.0,590100.0,San Francisco,863623.0,1429.672529
2015.0,684297.79,San Joaquin,722627.0,1742.194793
2015.0,255724.73,San Luis Obispo,276880.0,631.58348
2015.0,583989.7,San Mateo,761748.0,1504.937217
2015.0,388220.85,Santa Barbara,441963.0,764.199791
2015.0,1335115.88,Santa Clara,1912180.0,3849.222461
2015.0,191746.24,Santa Cruz,273793.0,551.553355
2015.0,164822.98,Shasta,179122.0,719.169754
2015.0,2244.39,Sierra,3197.0,14.458804999999998
2015.0,101.15,Siskiyou,44721.0,220.57134700000003
2015.0,351731.47,Solano,426881.0,1012.251946
2015.0,388362.5,Sonoma,500640.0,1280.549128
2015.0,308928.95,Stanislaus,533800.0,1701.156173
2015.0,50252.25,Tehama,63142.0,229.195633
2015.0,9529.34,Trinity,13678.0,10.094695
2015.0,345785.53,Tulare,461662.0,1215.659559
2015.0,37022.26,Tuolumne,54662.0,206.552491
2015.0,851242.59,Ventura,848532.0,1816.261284
2015.0,169242.78,Yolo,210801.0,505.495559
2015.0,129424.37,Yuba,74093.0,209.111542
2016.0,1188438.89,Alameda,1632599.0,2917.342741
2016.0,750.57,Alpine,1162.0,9.290913
2016.0,31807.79,Amador,36055.0,135.51647
2016.0,196732.68,Butte,224096.0,721.205754
2016.0,142755.94,Calaveras,45244.0,197.961265
2016.0,23515.26,Colusa,21670.0,64.507307
2016.0,767644.05,Contra Costa,1128405.0,2752.03388
2016.0,73.44,Del Norte,26693.0,112.339303
2016.0,109932.55,El Dorado,183684.0,750.163604
2016.0,835765.63,Fresno,984202.0,2643.411511
2016.0,21724.37,Glenn,28188.0,90.691671
2016.0,72498.15,Humboldt,134883.0,398.940611
2016.0,215913.1,Imperial,184938.0,544.540489
2016.0,19636.89,Inyo,18633.0,62.54190799999999
2016.0,938463.36,Kern,882825.0,2245.168424
2016.0,100253.25,Kings,149107.0,363.749226
2016.0,133316.01,Lake,64580.0,282.108453
2016.0,19875.82,Lassen,30012.0,99.858072
2016.0,9625184.38,Los Angeles,10158196.0,20287.955921
2016.0,138479.25,Madera,154441.0,418.560126
2016.0,223071.2,Marin,263327.0,651.422731
2016.0,14394.18,Mariposa,18167.0,68.86695
2016.0,62372.16,Mendocino,88484.0,300.495054
2016.0,249437.25,Merced,270458.0,704.393898
2016.0,5.26,Modoc,9626.0,56.795692
2016.0,22223.79,Mono,13562.0,84.825395
2016.0,406045.04,Monterey,435400.0,684.8455349999998
2016.0,129346.34,Napa,141607.0,361.639426
2016.0,4353.64,Nevada,98197.0,432.220086
2016.0,3087161.18,Orange,3162789.0,6701.053419
2016.0,266427.85,Placer,376508.0,1399.894096
2016.0,173.77,Plumas,18127.0,96.515952
2016.0,2158648.41,Riverside,2343785.0,7160.303940000002
2016.0,1205624.42,Sacramento,1496385.0,4764.493174
2016.0,74475.25,San Benito,58740.0,118.711171
2016.0,1728326.52,San Bernardino,2123677.0,4955.862118
2016.0,3317215.85,San Diego,3285150.0,6717.201656
2016.0,600231.49,San Francisco,872723.0,1453.53339
2016.0,746048.6,San Joaquin,734091.0,1756.60935
2016.0,299713.14,San Luis Obispo,277833.0,633.9410839999998
2016.0,597070.92,San Mateo,767921.0,1498.720716
2016.0,415705.68,Santa Barbara,445592.0,757.3232370000002
2016.0,1366218.25,Santa Clara,1931565.0,3801.935486
2016.0,210993.77,Santa Cruz,275250.0,556.412628
2016.0,177336.64,Shasta,177878.0,733.7144089999998
2016.0,2674.81,Sierra,3201.0,15.775398999999998
2016.0,335.36,Siskiyou,44704.0,220.283366
2016.0,430608.57,Solano,430530.0,1015.877696
2016.0,427352.92,Sonoma,502602.0,1299.6009279999996
2016.0,340413.58,Stanislaus,539515.0,1718.251528
2016.0,61476.21,Tehama,63724.0,229.192708
2016.0,9751.49,Trinity,13650.0,10.823991
2016.0,374898.1,Tulare,465544.0,1215.818157
2016.0,42223.46,Tuolumne,54947.0,209.250363
2016.0,866500.73,Ventura,849831.0,1777.08825
2016.0,178641.2,Yolo,215016.0,508.285125
2016.0,135728.66,Yuba,74720.0,213.948493
2017.0,1381330.35,Alameda,1646711.0,2991.794416
2017.0,386.71,Alpine,1161.0,9.951697
2017.0,37132.06,Amador,36928.0,143.50941799999995
2017.0,223223.53,Butte,225643.0,760.229021
2017.0,37393.33,Calaveras,45170.0,214.306906
2017.0,24597.39,Colusa,21941.0,68.094527
2017.0,801279.7,Contra Costa,1138861.0,2885.719383
2017.0,193.98,Del Norte,26852.0,122.777146
2017.0,101875.61,El Dorado,185147.0,775.815183
2017.0,854067.62,Fresno,993773.0,2775.390144
2017.0,19998.98,Glenn,28350.0,95.629884
2017.0,65795.21,Humboldt,135567.0,396.017892
2017.0,172875.44,Imperial,186815.0,627.71668
2017.0,20815.9,Inyo,18595.0,58.829985
2017.0,985249.96,Kern,890784.0,2329.682749
2017.0,107610.53,Kings,148843.0,378.598197
2017.0,98386.84,Lake,64501.0,295.119126
2017.0,21098.71,Lassen,29786.0,102.396497
2017.0,10170204.87,Los Angeles,10193753.0,20663.267936
2017.0,136635.62,Madera,156093.0,437.115345
2017.0,231661.88,Marin,263018.0,658.768076
2017.0,34559.43,Mariposa,18137.0,70.992959
2017.0,91985.27,Mendocino,88718.0,305.411623
2017.0,268648.65,Merced,273434.0,739.474762
2017.0,18.29,Modoc,9562.0,59.637589
2017.0,23814.65,Mono,13605.0,90.45873
2017.0,445145.77,Monterey,438723.0,681.518818
2017.0,188270.06,Napa,141444.0,370.936231
2017.0,19861.38,Nevada,97972.0,470.02514800000006
2017.0,3262162.12,Orange,3184229.0,6810.132383
2017.0,291106.66,Placer,383598.0,1465.39437
2017.0,263.56,Plumas,18324.0,98.283013
2017.0,2322650.95,Riverside,2376580.0,7623.093448999999
2017.0,1359861.76,Sacramento,1512721.0,5140.711079
2017.0,80251.56,San Benito,59549.0,123.429321
2017.0,1850456.16,San Bernardino,2141391.0,5156.794899
2017.0,3424269.04,San Diego,3306889.0,6880.141897
2017.0,626997.05,San Francisco,880646.0,1468.712311
2017.0,824601.15,San Joaquin,745481.0,1866.136729
2017.0,310405.29,San Luis Obispo,278585.0,649.125047
2017.0,612396.85,San Mateo,770785.0,1521.918332
2017.0,417420.87,Santa Barbara,447584.0,763.7644280000002
2017.0,1475585.74,Santa Clara,1942176.0,3958.432151
2017.0,213359.01,Santa Cruz,275053.0,553.263908
2017.0,197638.43,Shasta,177913.0,757.553974
2017.0,1288.07,Sierra,3212.0,13.623342
2017.0,305.48,Siskiyou,44621.0,234.795121
2017.0,472685.59,Solano,435546.0,1069.989087
2017.0,948776.88,Sonoma,503842.0,1324.830145
2017.0,336099.58,Stanislaus,547357.0,1840.162714
2017.0,61808.91,Tehama,63973.0,239.584941
2017.0,28012.22,Trinity,13636.0,11.455945
2017.0,439237.04,Tulare,468735.0,1275.859738
2017.0,45119.88,Tuolumne,54715.0,216.928142
2017.0,922012.68,Ventura,849057.0,1825.993758
2017.0,188960.55,Yolo,218039.0,537.975047
2017.0,171346.24,Yuba,75971.0,228.012126
2018.0,1342490.34,Alameda,1655306.0,2945.8049170000004
2018.0,566.91,Alpine,1159.0,9.42091
2018.0,37919.99,Amador,37563.0,136.895373
2018.0,206845.92,Butte,226374.0,717.74326
2018.0,39863.54,Calaveras,45155.0,201.833277
2018.0,23694.38,Colusa,22008.0,65.118218
2018.0,875888.03,Contra Costa,1145141.0,2802.510934
2018.0,203.33,Del Norte,26926.0,114.221353
2018.0,121330.43,El Dorado,188185.0,745.355819
2018.0,879889.39,Fresno,1004260.0,2726.357511
2018.0,22908.18,Glenn,28510.0,92.096943
2018.0,27242.27,Humboldt,135098.0,371.939616
2018.0,152344.85,Imperial,188273.0,636.271713
2018.0,20887.42,Inyo,18579.0,58.159198
2018.0,1036037.57,Kern,899940.0,2339.481264
2018.0,108805.04,Kings,150977.0,373.8084970000001
2018.0,92765.92,Lake,64677.0,279.501151
2018.0,20759.04,Lassen,29660.0,100.843453
2018.0,10417283.86,Los Angeles,10209676.0,20516.120867
2018.0,143714.94,Madera,157374.0,427.539581
2018.0,250465.71,Marin,262652.0,647.411703
2018.0,13706.04,Mariposa,18128.0,68.981471
2018.0,122166.7,Mendocino,88651.0,289.023774
2018.0,264643.71,Merced,277543.0,714.720374
2018.0,60.61,Modoc,9612.0,57.48748199999999
2018.0,23082.11,Mono,13530.0,84.827218
2018.0,454561.78,Monterey,439193.0,679.580114
2018.0,231472.15,Napa,140528.0,360.84235
2018.0,6487.96,Nevada,98196.0,445.546337
2018.0,3351214.16,Orange,3192092.0,6837.743613
2018.0,303921.17,Placer,389387.0,1410.253319
2018.0,261.0,Plumas,18198.0,92.880877
2018.0,2442097.02,Riverside,2400762.0,7632.83768
2018.0,1362828.22,Sacramento,1527132.0,4697.670625
2018.0,86457.14,San Benito,60071.0,123.898399
2018.0,1938900.18,San Bernardino,2152845.0,5153.352369
2018.0,3548653.61,San Diego,3326318.0,6873.308583
2018.0,739690.89,San Francisco,888575.0,1450.285429
2018.0,903737.21,San Joaquin,753934.0,1814.316709
2018.0,290200.69,San Luis Obispo,278597.0,641.091234
