Year,Waste Produced (Tons),County,Population
2000.0,1676429.25,Alameda,1443939.0
2001.0,1629208.38,Alameda,1457185.0
2002.0,1596803.0,Alameda,1467063.0
2003.0,1585190.61,Alameda,1467892.0
2004.0,1692478.59,Alameda,1466407.0
2005.0,1659523.24,Alameda,1462736.0
2006.0,1656037.42,Alameda,1462371.0
2007.0,1551102.75,Alameda,1470622.0
2008.0,1337915.56,Alameda,1484085.0
2009.0,1246311.26,Alameda,1497799.0
2010.0,1152323.9,Alameda,1510271.0
2011.0,1090342.95,Alameda,1526110.0
2012.0,1147859.1,Alameda,1545917.0
2013.0,1143318.37,Alameda,1569989.0
2014.0,1106585.54,Alameda,1590729.0
2015.0,1130785.92,Alameda,1613528.0
2016.0,1188438.89,Alameda,1632599.0
2017.0,1381330.35,Alameda,1646711.0
2018.0,1342490.34,Alameda,1655306.0
2019.0,1465263.51,Alameda,1664783.0
2000.0,46778.52,Lake,58325.0
2001.0,47231.51,Lake,59260.0
2002.0,48421.68,Lake,60525.0
2003.0,46425.2,Lake,61492.0
2004.0,48181.03,Lake,62307.0
2005.0,50447.73,Lake,62870.0
2006.0,56646.47,Lake,63449.0
2007.0,53671.66,Lake,63890.0
2008.0,48804.55,Lake,64178.0
2009.0,42824.32,Lake,64384.0
2010.0,41147.98,Lake,64665.0
2011.0,40844.84,Lake,64951.0
2012.0,35627.91,Lake,64829.0
2013.0,38644.11,Lake,64759.0
2014.0,37416.9,Lake,64891.0
2015.0,189645.23,Lake,64962.0
2016.0,133316.01,Lake,64580.0
2017.0,98386.84,Lake,64501.0
2018.0,92765.92,Lake,64677.0
2019.0,53244.27,Lake,64268.0
2000.0,677344.35,San Joaquin,563598.0
2001.0,721085.63,San Joaquin,578121.0
2002.0,775174.59,San Joaquin,596039.0
2003.0,804404.96,San Joaquin,612295.0
2004.0,776938.85,San Joaquin,629787.0
2005.0,784407.78,San Joaquin,645059.0
2006.0,785097.76,San Joaquin,656247.0
2007.0,776150.09,San Joaquin,665304.0
2008.0,699621.14,San Joaquin,672492.0
2009.0,592075.35,San Joaquin,677833.0
2010.0,601819.62,San Joaquin,685306.0
2011.0,596701.01,San Joaquin,691982.0
2012.0,580940.63,San Joaquin,699127.0
2013.0,614665.98,San Joaquin,704615.0
2014.0,639175.86,San Joaquin,711119.0
2015.0,684297.79,San Joaquin,722627.0
2016.0,746048.6,San Joaquin,734091.0
2017.0,824601.15,San Joaquin,745481.0
2018.0,903737.21,San Joaquin,753934.0
2019.0,880241.79,San Joaquin,765556.0
2000.0,2820.0,Sierra,3555.0
2001.0,2721.23,Sierra,3603.0
2002.0,2382.39,Sierra,3576.0
2003.0,2808.0,Sierra,3555.0
2004.0,2387.9,Sierra,3506.0
2005.0,3553.26,Sierra,3449.0
2006.0,3461.03,Sierra,3427.0
2007.0,3925.29,Sierra,3384.0
2008.0,2759.0,Sierra,3314.0
2009.0,2102.08,Sierra,3264.0
2010.0,2559.0,Sierra,3240.0
2011.0,2122.53,Sierra,3241.0
2012.0,2136.47,Sierra,3233.0
2013.0,2461.0,Sierra,3215.0
2014.0,2907.29,Sierra,3204.0
2015.0,2244.39,Sierra,3197.0
2016.0,2674.81,Sierra,3201.0
2017.0,1288.07,Sierra,3212.0
2018.0,,Sierra,3215.0
2019.0,15.34,Sierra,3210.0
2000.0,19557.07,Glenn,26453.0
2001.0,18911.44,Glenn,26584.0
2002.0,20282.57,Glenn,26702.0
2003.0,21914.13,Glenn,26974.0
2004.0,23391.71,Glenn,27210.0
2005.0,23288.67,Glenn,27394.0
2006.0,22623.12,Glenn,27628.0
2007.0,20404.14,Glenn,27872.0
2008.0,21188.04,Glenn,28066.0
2009.0,20878.98,Glenn,28088.0
2010.0,19708.39,Glenn,28122.0
2011.0,18770.37,Glenn,28313.0
2012.0,19116.67,Glenn,28243.0
2013.0,20682.58,Glenn,28135.0
2014.0,20236.34,Glenn,28247.0
2015.0,20038.12,Glenn,28350.0
2016.0,21724.37,Glenn,28188.0
2017.0,19998.98,Glenn,28350.0
2018.0,22908.18,Glenn,28510.0
2019.0,81573.78,Glenn,28695.0
2000.0,203896.87,Butte,203171.0
2001.0,206093.63,Butte,204591.0
2002.0,208188.81,Butte,206942.0
2003.0,221103.3,Butte,209389.0
2004.0,227864.73,Butte,211419.0
2005.0,220515.29,Butte,212955.0
2006.0,209180.07,Butte,214690.0
2007.0,216901.74,Butte,216401.0
2008.0,200763.27,Butte,217801.0
2009.0,174646.05,Butte,218887.0
2010.0,184965.59,Butte,220000.0
2011.0,186185.5,Butte,220620.0
2012.0,196630.71,Butte,221340.0
2013.0,175327.17,Butte,222374.0
2014.0,177142.17,Butte,222988.0
2015.0,181432.62,Butte,223940.0
2016.0,196732.68,Butte,224096.0
2017.0,223223.53,Butte,225643.0
2018.0,206845.92,Butte,226374.0
2019.0,1818063.23,Butte,221521.0
2000.0,12684.09,Mariposa,17130.0
2001.0,11729.12,Mariposa,17163.0
2002.0,12654.9,Mariposa,17365.0
2003.0,10531.67,Mariposa,17612.0
2004.0,11581.26,Mariposa,17818.0
2005.0,15567.52,Mariposa,17965.0
2006.0,16419.47,Mariposa,18150.0
2007.0,14151.33,Mariposa,18310.0
2008.0,12830.46,Mariposa,18381.0
2009.0,11330.11,Mariposa,18334.0
2010.0,12009.73,Mariposa,18251.0
2011.0,13129.64,Mariposa,18251.0
2012.0,11362.37,Mariposa,18249.0
2013.0,15418.69,Mariposa,18195.0
2014.0,12486.86,Mariposa,18218.0
2015.0,12084.0,Mariposa,18172.0
2016.0,14394.18,Mariposa,18167.0
2017.0,34559.43,Mariposa,18137.0
2018.0,13706.04,Mariposa,18128.0
2019.0,27390.23,Mariposa,18066.0
2000.0,181627.5,Imperial,142361.0
2001.0,182587.28,Imperial,143941.0
2002.0,198479.37,Imperial,145954.0
2003.0,229565.95,Imperial,149041.0
2004.0,243789.32,Imperial,152420.0
2005.0,272995.86,Imperial,155793.0
2006.0,279427.12,Imperial,160088.0
2007.0,261322.34,Imperial,164707.0
2008.0,238781.7,Imperial,168495.0
2009.0,206589.27,Imperial,171670.0
2010.0,242204.21,Imperial,174528.0
2011.0,213687.88,Imperial,176518.0
2012.0,178914.89,Imperial,179106.0
2013.0,204137.64,Imperial,180099.0
2014.0,186888.14,Imperial,181699.0
2015.0,174754.22,Imperial,183867.0
2016.0,215913.1,Imperial,184938.0
2017.0,172875.44,Imperial,186815.0
2018.0,152344.85,Imperial,188273.0
2019.0,135092.23,Imperial,188821.0
2000.0,1649413.37,Riverside,1545387.0
2001.0,1739298.57,Riverside,1589708.0
2002.0,1845054.81,Riverside,1655291.0
2003.0,2033106.79,Riverside,1730219.0
2004.0,2293982.84,Riverside,1814485.0
2005.0,2525910.5,Riverside,1895695.0
2006.0,2525589.34,Riverside,1975913.0
2007.0,2356738.91,Riverside,2049902.0
2008.0,2075923.75,Riverside,2102741.0
2009.0,1755725.42,Riverside,2140626.0
2010.0,1782985.78,Riverside,2189641.0
2011.0,1747413.67,Riverside,2216250.0
2012.0,1744578.5,Riverside,2244472.0
2013.0,1843028.07,Riverside,2268660.0
2014.0,1897263.69,Riverside,2290907.0
2015.0,2037162.81,Riverside,2315706.0
2016.0,2158648.41,Riverside,2343785.0
2017.0,2322650.95,Riverside,2376580.0
2018.0,2442097.02,Riverside,2400762.0
2019.0,2515629.02,Riverside,2422146.0
2000.0,171144.66,Shasta,163256.0
2001.0,164453.1,Shasta,165590.0
2002.0,168947.74,Shasta,168304.0
2003.0,177741.52,Shasta,170782.0
2004.0,188978.5,Shasta,172729.0
2005.0,186569.17,Shasta,173862.0
2006.0,187909.09,Shasta,174747.0
2007.0,186170.23,Shasta,175546.0
2008.0,167685.25,Shasta,176240.0
2009.0,151137.51,Shasta,176756.0
2010.0,147126.52,Shasta,177223.0
2011.0,153079.06,Shasta,177850.0
2012.0,145029.86,Shasta,178076.0
2013.0,163217.23,Shasta,178866.0
2014.0,155573.8,Shasta,179136.0
2015.0,164822.98,Shasta,179122.0
2016.0,177336.64,Shasta,177878.0
2017.0,197638.43,Shasta,177913.0
2018.0,623720.2,Shasta,178520.0
2019.0,200160.07,Shasta,177891.0
2000.0,269697.59,Santa Cruz,255602.0
2001.0,246954.49,Santa Cruz,256031.0
2002.0,240506.58,Santa Cruz,255890.0
2003.0,242172.75,Santa Cruz,255368.0
2004.0,248200.17,Santa Cruz,254986.0
2005.0,242151.18,Santa Cruz,254783.0
2006.0,221000.23,Santa Cruz,255107.0
2007.0,206971.52,Santa Cruz,256543.0
2008.0,186303.52,Santa Cruz,258737.0
2009.0,168341.91,Santa Cruz,260892.0
2010.0,169540.46,Santa Cruz,262382.0
2011.0,164883.37,Santa Cruz,264880.0
2012.0,163579.27,Santa Cruz,267332.0
2013.0,161813.83,Santa Cruz,269463.0
2014.0,171722.01,Santa Cruz,271217.0
2015.0,191746.24,Santa Cruz,273793.0
2016.0,210993.77,Santa Cruz,275250.0
2017.0,213359.01,Santa Cruz,275053.0
2018.0,225452.04,Santa Cruz,273945.0
2019.0,234708.67,Santa Cruz,272501.0
