Report Year,Diposal Ton,County
2011.0,111497.17,Madera
2012.0,117353.94,Madera
2013.0,114475.64,Madera
2014.0,110732.89,Madera
2015.0,122948.37,Madera
2016.0,138479.25,Madera
2017.0,136635.62,Madera
2018.0,143714.94,Madera
2019.0,158630.22,Madera
1995.0,2913149.28,Orange
1996.0,2901416.11,Orange
1997.0,3322653.49,Orange
1998.0,3601847.65,Orange
1999.0,3584628.54,Orange
2000.0,3803041.49,Orange
2001.0,3848148.08,Orange
2002.0,3796608.31,Orange
2003.0,3998052.11,Orange
2004.0,4196808.89,Orange
2005.0,4290785.15,Orange
2006.0,3862255.02,Orange
2007.0,3548339.71,Orange
2008.0,3202870.04,Orange
2009.0,2855407.1,Orange
2010.0,2803813.17,Orange
2011.0,2719237.41,Orange
2012.0,2695717.76,Orange
2013.0,2757702.88,Orange
2014.0,2893518.08,Orange
2015.0,3013489.3,Orange
2016.0,3087161.18,Orange
2017.0,3262162.12,Orange
2018.0,3351214.16,Orange
2019.0,3373309.25,Orange
1995.0,191500.12,Placer
1996.0,168969.05,Placer
1997.0,175132.96,Placer
1998.0,188233.12,Placer
1999.0,237832.48,Placer
2000.0,213410.5,Placer
2001.0,246004.95,Placer
2002.0,263783.24,Placer
2003.0,292039.76,Placer
2004.0,303304.35,Placer
2005.0,305694.06,Placer
2006.0,310750.26,Placer
2007.0,290955.72,Placer
2008.0,251583.13,Placer
2009.0,223401.68,Placer
2010.0,218358.1,Placer
2011.0,211007.34,Placer
2012.0,208360.03,Placer
2013.0,223489.86,Placer
2014.0,227722.65,Placer
2015.0,244973.64,Placer
2016.0,266427.85,Placer
2017.0,291106.66,Placer
2018.0,303921.17,Placer
2019.0,281556.39,Placer
1995.0,14544.2,Siskiyou
1996.0,22578.68,Siskiyou
1997.0,22758.03,Siskiyou
1998.0,17328.0,Siskiyou
1999.0,16507.78,Siskiyou
2000.0,15336.5,Siskiyou
2001.0,15770.0,Siskiyou
2002.0,14672.0,Siskiyou
2003.0,13160.47,Siskiyou
2004.0,21480.0,Siskiyou
2005.0,31496.7,Siskiyou
2006.0,34447.03,Siskiyou
2007.0,33790.46,Siskiyou
2008.0,32440.3,Siskiyou
2009.0,29197.87,Siskiyou
2010.0,29321.42,Siskiyou
2011.0,29548.55,Siskiyou
2012.0,28318.43,Siskiyou
2013.0,26778.62,Siskiyou
2014.0,22660.44,Siskiyou
2015.0,101.15,Siskiyou
2016.0,335.36,Siskiyou
2017.0,305.48,Siskiyou
2018.0,3439.56,Siskiyou
2019.0,951.74,Siskiyou
1995.0,1583135.05,Alameda
1996.0,1510874.25,Alameda
1997.0,1593570.29,Alameda
1998.0,1671466.25,Alameda
1999.0,1733182.35,Alameda
2000.0,1676429.25,Alameda
2001.0,1629208.38,Alameda
2002.0,1596803.0,Alameda
2003.0,1585190.61,Alameda
2004.0,1692478.59,Alameda
2005.0,1659523.24,Alameda
2006.0,1656037.42,Alameda
2007.0,1551102.75,Alameda
2008.0,1337915.56,Alameda
2009.0,1246311.26,Alameda
2010.0,1152323.9,Alameda
2011.0,1090342.95,Alameda
2012.0,1147859.1,Alameda
2013.0,1143318.37,Alameda
2014.0,1106585.54,Alameda
2015.0,1130785.92,Alameda
2016.0,1188438.89,Alameda
2017.0,1381330.35,Alameda
2018.0,1342490.34,Alameda
2019.0,1465263.51,Alameda
1995.0,49358.9,Lake
1996.0,50552.96,Lake
1997.0,47682.14,Lake
1998.0,50375.7,Lake
1999.0,51817.65,Lake
2000.0,46778.52,Lake
2001.0,47231.51,Lake
2002.0,48421.68,Lake
2003.0,46425.2,Lake
2004.0,48181.03,Lake
2005.0,50447.73,Lake
2006.0,56646.47,Lake
2007.0,53671.66,Lake
2008.0,48804.55,Lake
2009.0,42824.32,Lake
2010.0,41147.98,Lake
2011.0,40844.84,Lake
2012.0,35627.91,Lake
2013.0,38644.11,Lake
2014.0,37416.9,Lake
2015.0,189645.23,Lake
2016.0,133316.01,Lake
2017.0,98386.84,Lake
2018.0,92765.92,Lake
2019.0,53244.27,Lake
1995.0,512494.86,San Joaquin
1996.0,484850.93,San Joaquin
1997.0,571161.44,San Joaquin
1998.0,615279.26,San Joaquin
1999.0,643273.64,San Joaquin
2000.0,677344.35,San Joaquin
2001.0,721085.63,San Joaquin
2002.0,775174.59,San Joaquin
2003.0,804404.96,San Joaquin
2004.0,776938.85,San Joaquin
2005.0,784407.78,San Joaquin
2006.0,785097.76,San Joaquin
2007.0,776150.09,San Joaquin
2008.0,699621.14,San Joaquin
2009.0,592075.35,San Joaquin
2010.0,601819.62,San Joaquin
2011.0,596701.01,San Joaquin
2012.0,580940.63,San Joaquin
2013.0,614665.98,San Joaquin
2014.0,639175.86,San Joaquin
2015.0,684297.79,San Joaquin
2016.0,746048.6,San Joaquin
2017.0,824601.15,San Joaquin
2018.0,903737.21,San Joaquin
2019.0,880241.79,San Joaquin
1995.0,2796.0,Sierra
1996.0,2391.0,Sierra
1997.0,2818.0,Sierra
1998.0,2525.0,Sierra
1999.0,2399.0,Sierra
2000.0,2820.0,Sierra
2001.0,2721.23,Sierra
2002.0,2382.39,Sierra
2003.0,2808.0,Sierra
2004.0,2387.9,Sierra
2005.0,3553.26,Sierra
2006.0,3461.03,Sierra
2007.0,3925.29,Sierra
2008.0,2759.0,Sierra
2009.0,2102.08,Sierra
2010.0,2559.0,Sierra
2011.0,2122.53,Sierra
2012.0,2136.47,Sierra
2013.0,2461.0,Sierra
2014.0,2907.29,Sierra
2015.0,2244.39,Sierra
2016.0,2674.81,Sierra
2017.0,1288.07,Sierra
2018.0,,Sierra
2019.0,15.34,Sierra
1995.0,23014.0,Glenn
1996.0,21215.0,Glenn
1997.0,22463.85,Glenn
1998.0,20773.79,Glenn
1999.0,18136.72,Glenn
2000.0,19557.07,Glenn
2001.0,18911.44,Glenn
2002.0,20282.57,Glenn
2003.0,21914.13,Glenn
2004.0,23391.71,Glenn
2005.0,23288.67,Glenn
2006.0,22623.12,Glenn
2007.0,20404.14,Glenn
2008.0,21188.04,Glenn
2009.0,20878.98,Glenn
2010.0,19708.39,Glenn
2011.0,18770.37,Glenn
2012.0,19116.67,Glenn
2013.0,20682.58,Glenn
2014.0,20236.34,Glenn
2015.0,20038.12,Glenn
2016.0,21724.37,Glenn
2017.0,19998.98,Glenn
2018.0,22908.18,Glenn
2019.0,81573.78,Glenn
1995.0,200356.1,Butte
1996.0,197467.09,Butte
1997.0,178342.08,Butte
1998.0,200288.53,Butte
1999.0,211408.91,Butte
2000.0,203896.87,Butte
2001.0,206093.63,Butte
2002.0,208188.81,Butte
2003.0,221103.3,Butte
2004.0,227864.73,Butte
2005.0,220515.29,Butte
2006.0,209180.07,Butte
2007.0,216901.74,Butte
2008.0,200763.27,Butte
2009.0,174646.05,Butte
2010.0,184965.59,Butte
2011.0,186185.5,Butte
2012.0,196630.71,Butte
2013.0,175327.17,Butte
2014.0,177142.17,Butte
2015.0,181432.62,Butte
2016.0,196732.68,Butte
2017.0,223223.53,Butte
2018.0,206845.92,Butte
2019.0,1818063.23,Butte
1995.0,12689.42,Mariposa
1996.0,12433.49,Mariposa
1997.0,11763.9,Mariposa
1998.0,11918.81,Mariposa
1999.0,11679.33,Mariposa
2000.0,12684.09,Mariposa
2001.0,11729.12,Mariposa
2002.0,12654.9,Mariposa
2003.0,10531.67,Mariposa
2004.0,11581.26,Mariposa
2005.0,15567.52,Mariposa
2006.0,16419.47,Mariposa
2007.0,14151.33,Mariposa
2008.0,12830.46,Mariposa
2009.0,11330.11,Mariposa
2010.0,12009.73,Mariposa
2011.0,13129.64,Mariposa
2012.0,11362.37,Mariposa
2013.0,15418.69,Mariposa
2014.0,12486.86,Mariposa
2015.0,12084.0,Mariposa
2016.0,14394.18,Mariposa
2017.0,34559.43,Mariposa
2018.0,13706.04,Mariposa
2019.0,27390.23,Mariposa
1995.0,152898.0,Imperial
1996.0,142537.0,Imperial
1997.0,166635.43,Imperial
1998.0,160848.01,Imperial
1999.0,180712.79,Imperial
2000.0,181627.5,Imperial
2001.0,182587.28,Imperial
2002.0,198479.37,Imperial
2003.0,229565.95,Imperial
2004.0,243789.32,Imperial
2005.0,272995.86,Imperial
2006.0,279427.12,Imperial
2007.0,261322.34,Imperial
2008.0,238781.7,Imperial
2009.0,206589.27,Imperial
2010.0,242204.21,Imperial
2011.0,213687.88,Imperial
2012.0,178914.89,Imperial
2013.0,204137.64,Imperial
2014.0,186888.14,Imperial
2015.0,174754.22,Imperial
2016.0,215913.1,Imperial
2017.0,172875.44,Imperial
2018.0,152344.85,Imperial
2019.0,135092.23,Imperial
1995.0,1332723.21,Riverside
1996.0,1297422.68,Riverside
1997.0,1352146.07,Riverside
1998.0,1456007.43,Riverside
1999.0,1528841.31,Riverside
2000.0,1649413.37,Riverside
2001.0,1739298.57,Riverside
2002.0,1845054.81,Riverside
2003.0,2033106.79,Riverside
2004.0,2293982.84,Riverside
2005.0,2525910.5,Riverside
2006.0,2525589.34,Riverside
2007.0,2356738.91,Riverside
2008.0,2075923.75,Riverside
2009.0,1755725.42,Riverside
2010.0,1782985.78,Riverside
2011.0,1747413.67,Riverside
2012.0,1744578.5,Riverside
2013.0,1843028.07,Riverside
2014.0,1897263.69,Riverside
2015.0,2037162.81,Riverside
2016.0,2158648.41,Riverside
2017.0,2322650.95,Riverside
2018.0,2442097.02,Riverside
2019.0,2515629.02,Riverside
1995.0,213906.92,Shasta
1996.0,176828.61,Shasta
1997.0,153861.6,Shasta
1998.0,158954.13,Shasta
1999.0,160262.41,Shasta
2000.0,171144.66,Shasta
2001.0,164453.1,Shasta
2002.0,168947.74,Shasta
2003.0,177741.52,Shasta
2004.0,188978.5,Shasta
2005.0,186569.17,Shasta
2006.0,187909.09,Shasta
2007.0,186170.23,Shasta
2008.0,167685.25,Shasta
2009.0,151137.51,Shasta
2010.0,147126.52,Shasta
2011.0,153079.06,Shasta
2012.0,145029.86,Shasta
2013.0,163217.23,Shasta
2014.0,155573.8,Shasta
2015.0,164822.98,Shasta
2016.0,177336.64,Shasta
2017.0,197638.43,Shasta
2018.0,623720.2,Shasta
2019.0,200160.07,Shasta
1995.0,236207.93,Santa Cruz
1996.0,236432.77,Santa Cruz
1997.0,240124.09,Santa Cruz
1998.0,249956.81,Santa Cruz
1999.0,248922.94,Santa Cruz
2000.0,269697.59,Santa Cruz
2001.0,246954.49,Santa Cruz
2002.0,240506.58,Santa Cruz
2003.0,242172.75,Santa Cruz
2004.0,248200.17,Santa Cruz
2005.0,242151.18,Santa Cruz
2006.0,221000.23,Santa Cruz
2007.0,206971.52,Santa Cruz
2008.0,186303.52,Santa Cruz
2009.0,168341.91,Santa Cruz
2010.0,169540.46,Santa Cruz
2011.0,164883.37,Santa Cruz
2012.0,163579.27,Santa Cruz
2013.0,161813.83,Santa Cruz
2014.0,171722.01,Santa Cruz
2015.0,191746.24,Santa Cruz
2016.0,210993.77,Santa Cruz
2017.0,213359.01,Santa Cruz
2018.0,225452.04,Santa Cruz
2019.0,234708.67,Santa Cruz
